Action_0,Old0,Old1,Old2,Observation_0,Observation_1,Observation_2,Done,Reward
-0.07612167,-0.42624536,-0.9046076,-1.1221459,-0.50634336,-0.8623319,-1.8120198,False,-4.1705885
0.8113375,-0.50634336,-0.8623319,-1.8120198,-0.60342747,-0.79741794,-2.337068,False,-4.746291
0.14716972,-0.60342747,-0.79741794,-2.337068,-0.7127739,-0.7013939,-2.9130561,False,-5.4683475
-1.8525758,-0.7127739,-0.7013939,-2.9130561,-0.83010423,-0.5576083,-3.716988,False,-6.4416614
0.280507,-0.83010423,-0.5576083,-3.716988,-0.9261036,-0.3772693,-4.093118,False,-7.8846426
0.8497071,-0.9261036,-0.3772693,-4.093118,-0.9848282,-0.17353225,-4.2486143,False,-9.264712
0.09072417,-0.9848282,-0.17353225,-4.2486143,-0.99903905,0.043828424,-4.3651547,False,-10.609224
-1.5360453,-0.99903905,0.043828424,-4.3651547,-0.96324164,0.26863638,-4.5626903,False,-11.503872
-0.016011551,-0.96324164,0.26863638,-4.5626903,-0.8822586,0.47076508,-4.3636146,False,-10.316509
-0.6333547,-0.8822586,0.47076508,-4.3636146,-0.76777506,0.6407195,-4.105544,False,-8.934623
0.18859693,-0.76777506,0.6407195,-4.105544,-0.64078903,0.76771706,-3.596715,False,-7.6692724
-0.3571907,-0.64078903,0.76771706,-3.596715,-0.5156792,0.8567818,-3.0745058,False,-6.4299784
1.0835232,-0.5156792,0.8567818,-3.0745058,-0.41535276,0.9096604,-2.269391,False,-5.4094977
-0.63486224,-0.41535276,0.9096604,-2.269391,-0.33745486,0.9413417,-1.6823751,False,-4.511924
1.580362,-0.33745486,0.9413417,-1.6823751,-0.30243486,0.95317006,-0.7393145,False,-3.952793
-1.6357623,-0.30243486,0.95317006,-0.7393145,-0.2895494,0.9571631,-0.26980126,False,-3.584378
0.36155257,-0.2895494,0.9571631,-0.26980126,-0.31349495,0.94958985,0.50230396,False,-3.483965
0.06856689,-0.31349495,0.94958985,0.50230396,-0.371023,0.9286237,1.2247814,False,-3.5960798
-0.6786842,-0.371023,0.9286237,1.2247814,-0.45385143,0.8910774,1.8194466,False,-3.9565077
-0.3114699,-0.45385143,0.8910774,1.8194466,-0.55896294,0.82919264,2.441034,False,-4.500405
0.9705671,-0.55896294,0.82919264,2.441034,-0.68423945,0.72925746,3.2085137,False,-5.279405
0.49541464,-0.68423945,0.72925746,3.2085137,-0.8105255,0.58570343,3.8297691,False,-6.432334
2.0615864,-0.8105255,0.58570343,3.8297691,-0.922111,0.38692558,4.5690465,False,-7.8001895
-0.4880848,-0.922111,0.38692558,4.5690465,-0.98754495,0.15733722,4.786028,False,-9.619024
-3.3400238,-0.98754495,0.15733722,4.786028,-0.99739414,-0.072145045,4.6040306,False,-11.196469
-0.7284595,-0.99739414,-0.072145045,4.6040306,-0.9570227,-0.2900129,4.440653,False,-11.541364
0.044236798,-0.9570227,-0.2900129,4.440653,-0.8748214,-0.48444554,4.229779,False,-10.079357
-1.0684265,-0.8748214,-0.48444554,4.229779,-0.77058476,-0.63733757,3.7061806,False,-8.738021
-0.08659005,-0.77058476,-0.63733757,3.7061806,-0.65863156,-0.75246567,3.215189,False,-7.3788033
0.38984984,-0.65863156,-0.75246567,3.215189,-0.55097556,-0.83452135,2.7093172,False,-6.277058
-0.9708794,-0.55097556,-0.83452135,2.7093172,-0.46766153,-0.8839076,1.9377942,False,-5.376118
-2.1226947,-0.46766153,-0.8839076,1.9377942,-0.42403862,-0.9056441,0.9748635,False,-4.612564
-0.26571167,-0.42403862,-0.9056441,0.9748635,-0.41242218,-0.91099286,0.25577366,False,-4.1299696
-0.23226598,-0.41242218,-0.91099286,0.25577366,-0.4333683,-0.9012169,-0.4623109,False,-3.9902446
-0.092466615,-0.4333683,-0.9012169,-0.4623109,-0.4845352,-0.8747718,-1.1520936,False,-4.0978365
-0.8746031,-0.4845352,-0.8747718,-1.1520936,-0.5669511,-0.82375145,-1.939363,False,-4.4458804
0.15182424,-0.5669511,-0.82375145,-1.939363,-0.66651195,-0.74549437,-2.5344028,False,-5.100658
-0.04030284,-0.66651195,-0.74549437,-2.5344028,-0.77359736,-0.6336775,-3.099569,False,-5.9337773
-0.29075834,-0.77359736,-0.6336775,-3.099569,-0.87499267,-0.4841362,-3.618441,False,-6.98929
-1.811482,-0.87499267,-0.4841362,-3.618441,-0.9574647,-0.28855044,-4.2532654,False,-8.262236
-1.074147,-0.9574647,-0.28855044,-4.2532654,-0.99812955,-0.061134428,-4.6308002,False,-9.926298
0.37788275,-0.99812955,-0.061134428,-4.6308002,-0.9856142,0.1690108,-4.6199684,False,-11.633563
-1.9718299,-0.9856142,0.1690108,-4.6199684,-0.9174095,0.3979445,-4.788985,False,-10.969696
-1.3602211,-0.9174095,0.3979445,-4.788985,-0.7996987,0.6004015,-4.6945596,False,-9.760845
3.3572588,-0.7996987,0.6004015,-4.6945596,-0.6665569,0.7454542,-3.9442585,False,-8.445841
-0.04460445,-0.6665569,0.7454542,-3.9442585,-0.5311756,0.8472618,-3.3918583,False,-6.847452
-0.38232917,-0.5311756,0.8472618,-3.3918583,-0.40712065,0.9133744,-2.8137612,False,-5.6908565
1.4124866,-0.40712065,0.9133744,-2.8137612,-0.31784576,0.9481424,-1.9168575,False,-4.754202
-0.4085102,-0.31784576,0.9481424,-1.9168575,-0.25718218,0.96636295,-1.2670271,False,-3.9557955
0.17189306,-0.25718218,0.96636295,-1.2670271,-0.23214425,0.97268134,-0.51647097,False,-3.5127652
-0.5594209,-0.23214425,0.97268134,-0.51647097,-0.23841937,0.9711623,0.1291269,False,-3.285293
-0.40066892,-0.23841937,0.9711623,0.1291269,-0.27693978,0.96088725,0.79739827,False,-3.2834837
-0.30586603,-0.27693978,0.96088725,0.79739827,-0.34685615,0.93791837,1.4721838,False,-3.4913762
0.19561334,-0.34685615,0.93791837,1.4721838,-0.4479448,0.8940612,2.2049646,False,-3.922447
-0.48760566,-0.4479448,0.8940612,2.2049646,-0.5684198,0.8227387,2.8023696,False,-4.628714
0.43913335,-0.5684198,0.8227387,2.8023696,-0.7024604,0.71172285,3.4852936,False,-5.517798
0.43388715,-0.7024604,0.71172285,3.4852936,-0.8321963,0.5544812,4.084169,False,-6.735747
-1.0901318,-0.8321963,0.5544812,4.084169,-0.93199646,0.36246732,4.33651,False,-8.191399
1.1160809,-0.93199646,0.36246732,4.33651,-0.99128413,0.1317412,4.775773,False,-9.558438
0.09705735,-0.99128413,0.1317412,4.775773,-0.9936974,-0.112095624,4.8891377,False,-11.337704
-0.08963522,-0.9936974,-0.112095624,4.8891377,-0.9387151,-0.34469405,4.7916207,False,-11.566795
-0.85575277,-0.9387151,-0.34469405,4.7916207,-0.8407391,-0.54144055,4.4047375,False,-10.079009
-0.008868898,-0.8407391,-0.54144055,4.4047375,-0.7165059,-0.69758105,3.9973269,False,-8.542209
-0.7979107,-0.7165059,-0.69758105,3.9973269,-0.58999914,-0.8074039,3.3544545,False,-7.2133927
-1.0453101,-0.58999914,-0.8074039,3.3544545,-0.48069966,-0.8768853,2.592105,False,-5.9744906
0.15567696,-0.48069966,-0.8768853,2.592105,-0.39269763,-0.91966766,1.9577925,False,-4.96614
0.6460965,-0.39269763,-0.91966766,1.9577925,-0.32906687,-0.9443066,1.3649561,False,-4.281809
-0.13563031,-0.32906687,-0.9443066,1.3649561,-0.29885858,-0.9542974,0.6363816,False,-3.8195918
-2.291959,-0.29885858,-0.9542974,0.6363816,-0.31690407,-0.9484576,-0.37934148,False,-3.557471
-1.2174141,-0.31690407,-0.9484576,-0.37934148,-0.3766047,-0.9263741,-1.2732968,False,-3.6003063
-0.5148528,-0.3766047,-0.9263741,-1.2732968,-0.46920806,-0.88308764,-2.0453053,False,-3.9919477
0.49457785,-0.46920806,-0.88308764,-2.0453053,-0.5810886,-0.81384027,-2.6334343,False,-4.6588354
-0.55349714,-0.5810886,-0.81384027,-2.6334343,-0.7078203,-0.7063926,-3.326839,False,-5.49368
-0.4944687,-0.7078203,-0.7063926,-3.326839,-0.8321358,-0.554572,-3.9308038,False,-6.663442
1.7775601,-0.8321358,-0.554572,-3.9308038,-0.92723215,-0.37448704,-4.0800986,False,-8.069893
-1.9112626,-0.92723215,-0.37448704,-4.0800986,-0.9885517,-0.15088254,-4.647653,False,-9.273554
0.92737776,-0.9885517,-0.15088254,-4.647653,-0.99683166,0.079540215,-4.6217084,False,-11.101816
0.11457385,-0.99683166,0.079540215,-4.6217084,-0.95328444,0.3020742,-4.544867,False,-11.511681
1.7149365,-0.95328444,0.3020742,-4.544867,-0.87278295,0.48810852,-4.061071,False,-10.104187
2.1084208,-0.87278295,0.48810852,-4.061071,-0.7777797,0.628537,-3.3949895,False,-8.578922
0.36261615,-0.7777797,0.628537,-3.3949895,-0.679929,0.733278,-2.8691943,False,-7.2137866
-0.24333188,-0.679929,0.733278,-2.8691943,-0.58904696,0.80809885,-2.3557355,False,-6.198553
-0.73428506,-0.58904696,0.80809885,-2.3557355,-0.511465,0.85930413,-1.8598042,False,-5.3984594
0.15457441,-0.511465,0.85930413,-1.8598042,-0.45936638,0.8882469,-1.1921399,False,-4.7882485
-1.2561628,-0.45936638,0.8882469,-1.1921399,-0.4273529,0.9040849,-0.7143791,False,-4.3383207
1.3708125,-0.4273529,0.9040849,-0.7143791,-0.43499082,0.9004349,0.16930652,False,-4.1025014
-1.9794396,-0.43499082,0.9004349,0.16930652,-0.4594839,0.8881861,0.5477168,False,-4.0905166
0.41561836,-0.4594839,0.8881861,0.5477168,-0.5151854,0.8570788,1.2761991,False,-4.2253375
-1.7099252,-0.5151854,0.8570788,1.2761991,-0.58457005,0.81134325,1.6625195,False,-4.626422
-1.8029535,-0.58457005,0.81134325,1.6625195,-0.66267073,0.74891096,2.000584,False,-5.0983152
-0.51085126,-0.66267073,0.74891096,2.000584,-0.7503961,0.66098845,2.4856393,False,-5.6683264
-0.5519541,-0.7503961,0.66098845,2.4856393,-0.8379907,0.5456846,2.8985875,False,-6.4719205
0.5088682,-0.8379907,0.5456846,2.8985875,-0.9179175,0.39677134,3.384181,False,-7.4165187
-0.6711449,-0.9179175,0.39677134,3.384181,-0.973907,0.22694756,3.5810878,False,-8.618266
0.42806792,-0.973907,0.22694756,3.5810878,-0.99927175,0.03815765,3.8155086,False,-9.766134
0.972226,-0.99927175,0.03815765,3.8155086,-0.98701435,-0.16063209,3.9899607,False,-11.088007
-0.091487505,-0.98701435,-0.16063209,3.9899607,-0.9379523,-0.3467643,3.8557634,False,-10.473949
0.84823203,-0.9379523,-0.3467643,3.8557634,-0.8575722,-0.5143636,3.722925,False,-9.2574215
-1.7906271,-0.8575722,-0.5143636,3.722925,-0.7688899,-0.63938123,3.0685582,False,-8.156126
-0.051916406,-0.7688899,-0.63938123,3.0685582,-0.6802044,-0.7330226,2.581235,False,-6.9338202
0.46234077,-0.6802044,-0.7330226,2.581235,-0.59959954,-0.80030024,2.100819,False,-6.0435
0.31592563,-0.59959954,-0.80030024,2.100819,-0.5359236,-0.8442665,1.5479827,False,-5.3423405
2.9334671,-0.5359236,-0.8442665,1.5479827,-0.48368692,-0.8752411,1.2147828,False,-4.80782
-1.6095154,-0.48368692,-0.8752411,1.2147828,-0.4697575,-0.8827955,0.3169247,False,-4.458521
-2.0034306,-0.4697575,-0.8827955,0.3169247,-0.49798584,-0.8671852,-0.64517194,False,-4.256873
0.36524165,-0.49798584,-0.8671852,-0.64517194,-0.5507925,-0.83464223,-1.2407746,False,-4.4185185
-0.5819659,-0.5507925,-0.83464223,-1.2407746,-0.6295827,-0.7769335,-1.9540513,False,-4.7944813
0.5075133,-0.6295827,-0.7769335,-1.9540513,-0.7201699,-0.6937978,-2.4606245,False,-5.4527473
0.53339183,-0.7201699,-0.6937978,-2.4606245,-0.8128889,-0.5824188,-2.900964,False,-6.245635
1.095049,-0.8128889,-0.5824188,-2.900964,-0.8947055,-0.44665658,-3.1735208,False,-7.192614
0.38461283,-0.8947055,-0.44665658,-3.1735208,-0.95810544,-0.2864158,-3.4508214,False,-8.181998
-0.23713581,-0.95810544,-0.2864158,-3.4508214,-0.99444807,-0.105228364,-3.7012036,False,-9.3196945
0.99839216,-0.99444807,-0.105228364,-3.7012036,-0.9971062,0.07602136,-3.630366,False,-10.589211
-1.8490705,-0.9971062,0.07602136,-3.630366,-0.9641353,0.26541123,-3.8507106,False,-10.718651
1.5339278,-0.9641353,0.26541123,-3.8507106,-0.90487576,0.4256758,-3.4215631,False,-9.739062
1.3115834,-0.90487576,0.4256758,-3.4215631,-0.8337192,0.55218863,-2.9055688,False,-8.472607
-1.6186419,-0.8337192,0.55218863,-2.9055688,-0.75068486,0.66066045,-2.7342236,False,-7.3830853
-2.0919101,-0.75068486,0.66066045,-2.7342236,-0.66100836,0.7503786,-2.5387282,False,-6.607487
0.87910944,-0.66100836,0.7503786,-2.5387282,-0.58911073,0.80805236,-1.8440778,False,-5.9029436
-1.1768949,-0.58911073,0.80805236,-1.8440778,-0.5305331,0.84766424,-1.4145727,False,-5.1847672
-0.85278934,-0.5305331,0.84766424,-1.4145727,-0.49157035,0.87083787,-0.9067429,False,-4.737838
0.407859,-0.49157035,0.87083787,-0.9067429,-0.48316866,0.8755273,-0.19243562,False,-4.4283104
-0.13106076,-0.48316866,0.8755273,-0.19243562,-0.5025085,0.8645723,0.44455075,False,-4.309623
0.596998,-0.5025085,0.8645723,0.44455075,-0.55271965,0.8333673,1.1825297,False,-4.4187613
-1.3633778,-0.55271965,0.8333673,1.1825297,-0.6176701,0.78643733,1.6030484,False,-4.791846
0.35617214,-0.6176701,0.78643733,1.6030484,-0.70192164,0.7122542,2.2463024,False,-5.259362
0.55173767,-0.70192164,0.7122542,2.2463024,-0.796361,0.60482156,2.8632536,False,-6.022167
0.48134664,-0.796361,0.60482156,2.8632536,-0.88695425,0.46185735,3.389072,False,-7.0303717
-0.3129753,-0.88695425,0.46185735,3.389072,-0.95660937,0.2913735,3.6885188,False,-8.2322855
-1.3010406,-0.95660937,0.2913735,3.6885188,-0.99394864,0.109845646,3.7118928,False,-9.46153
1.2965451,-0.99394864,0.109845646,3.7118928,-0.9960092,-0.08925118,3.9887588,False,-10.56964
-0.2961957,-0.9960092,-0.08925118,3.9887588,-0.96015507,-0.27946773,3.877391,False,-10.907169
0.0102878455,-0.96015507,-0.27946773,3.877391,-0.8930551,-0.44994733,3.6693335,False,-9.673597
0.7210697,-0.8930551,-0.44994733,3.6693335,-0.8028667,-0.59615856,3.4400334,False,-8.501938
-0.8924882,-0.8028667,-0.59615856,3.4400334,-0.7097452,-0.70445853,2.8590412,False,-7.448613
-0.22861671,-0.7097452,-0.70445853,2.8590412,-0.6243635,-0.78113395,2.2964048,False,-6.386749
-1.2822223,-0.6243635,-0.78113395,2.2964048,-0.56332564,-0.826235,1.5182209,False,-5.5695224
0.53872997,-0.56332564,-0.826235,1.5182209,-0.5222076,-0.8528184,0.97935414,False,-4.9362273
-0.3350844,-0.5222076,-0.8528184,0.97935414,-0.50980973,-0.8602872,0.28947765,False,-4.591417
-0.5456204,-0.50980973,-0.8602872,0.28947765,-0.5285086,-0.848928,-0.43758082,False,-4.442902
-1.5678352,-0.5285086,-0.848928,-0.43758082,-0.58291805,-0.81253093,-1.309452,False,-4.548454
0.03576666,-0.58291805,-0.81253093,-1.309452,-0.657872,-0.7531298,-1.9134853,False,-4.9812064
-0.30211782,-0.657872,-0.7531298,-1.9134853,-0.7474215,-0.6643502,-2.5236504,False,-5.604776
-0.30157727,-0.7474215,-0.6643502,-2.5236504,-0.8401337,-0.5423793,-3.0671496,False,-6.4690466
-0.65429854,-0.8401337,-0.5423793,-3.0671496,0.27278367,0.9620754,0.30257773,True,-7.5374684
0.30834487,0.27278367,0.9620754,0.30257773,0.22092812,0.9752901,1.070386,False,-1.6850094
-1.9648561,0.22092812,0.9752901,1.070386,0.14687647,0.9891548,1.5071253,False,-1.9356191
1.5557824,0.14687647,0.9891548,1.5071253,0.023289677,0.99972874,2.4823587,False,-2.255593
-0.21953538,0.023289677,0.99972874,2.4823587,-0.13624437,0.9906753,3.199225,False,-3.0110292
-0.36291972,-0.13624437,0.9906753,3.199225,-0.32504484,0.9456986,3.8877935,False,-3.9390755
-1.8370519,-0.32504484,0.9456986,3.8877935,-0.5202423,0.85401875,4.32151,False,-5.1319237
-0.23168199,-0.5202423,0.85401875,4.32151,-0.7128111,0.7013561,4.9272714,False,-6.3532286
1.1988025,-0.7128111,0.7013561,4.9272714,-0.87966317,0.4755972,5.6331086,False,-8.019125
-0.24302693,-0.87966317,0.4755972,5.6331086,-0.98046684,0.1966846,5.9533525,False,-10.1743
-1.1820055,-0.98046684,0.1966846,5.9533525,-0.995182,-0.09804527,5.923565,False,-12.21052
1.3302605,-0.995182,-0.09804527,5.923565,-0.9207954,-0.39004603,6.04957,False,-12.772853
0.31331825,-0.9207954,-0.39004603,6.04957,-0.7706835,-0.6372181,5.8040333,False,-11.172422
1.1819389,-0.7706835,-0.6372181,5.8040333,-0.5685503,-0.8226485,5.5034103,False,-9.376055
-0.38749346,-0.5685503,-0.8226485,5.5034103,-0.35538647,-0.93471944,4.8283,False,-7.7618737
1.4445417,-0.35538647,-0.93471944,4.8283,-0.14561102,-0.9893419,4.3439417,False,-6.074171
0.28103477,-0.14561102,-0.9893419,4.3439417,0.03606635,-0.9993494,3.6440904,False,-4.8349
0.11180079,0.03606635,-0.9993494,3.6440904,0.18064441,-0.98354846,2.9113483,False,-3.6833253
-1.0111167,0.18064441,-0.98354846,2.9113483,0.2789903,-0.96029395,2.0220194,False,-2.778368
-0.59235764,0.2789903,-0.96029395,2.0220194,0.3366811,-0.94161874,1.2129452,False,-2.0682895
-2.275919,0.3366811,-0.94161874,1.2129452,0.34639588,-0.9380884,0.2067312,False,-1.6576508
-1.159856,0.34639588,-0.9380884,0.2067312,0.3147428,-0.949177,-0.6708135,False,-1.4868782
-0.1363737,0.3147428,-0.949177,-0.6708135,0.24743122,-0.96890545,-1.4031523,False,-1.6090446
0.43029648,0.24743122,-0.96890545,-1.4031523,0.14623751,-0.9892495,-2.0652869,False,-1.9414985
-0.39575806,0.14623751,-0.9892495,-2.0652869,0.0034341863,-0.9999941,-2.8665879,False,-2.4545662
0.28814557,0.0034341863,-0.9999941,-2.8665879,-0.17433839,-0.9846858,-3.5733616,False,-3.2784395
-0.56893736,-0.17433839,-0.9846858,-3.5733616,-0.38489574,-0.92296004,-4.397217,False,-4.325836
-1.2471538,-0.38489574,-0.92296004,-4.397217,-0.61226356,-0.79065377,-5.27651,False,-5.799835
-0.47632834,-0.61226356,-0.79065377,-5.27651,-0.8168723,-0.5768186,-5.9409494,False,-7.7560186
-1.5381252,-0.8168723,-0.5768186,-5.9409494,-0.9597699,-0.28078762,-6.6042824,False,-9.916391
2.5554225,-0.9597699,-0.28078762,-6.6042824,-0.9991543,0.041117433,-6.514873,False,-12.527979
-1.1785195,-0.9991543,0.041117433,-6.514873,-0.9308114,0.36549982,-6.660813,False,-13.858621
-1.0500351,-0.9308114,0.36549982,-6.660813,-0.7639528,0.6452722,-6.5441933,False,-12.0963745
-0.18918711,-0.7639528,0.6452722,-6.5441933,-0.53540397,0.84459615,-6.0886173,False,-10.237325
-1.5989702,-0.53540397,0.84459615,-6.0886173,-0.27658156,0.9609904,-5.695016,False,-8.27125
-0.054534916,-0.27658156,0.9609904,-5.695016,-0.031107455,0.99951607,-4.9824533,False,-6.669641
-2.3056533,-0.031107455,0.99951607,-4.9824533,0.19428484,0.98094517,-4.5328164,False,-5.0525966
0.8137873,0.19428484,0.98094517,-4.5328164,0.370252,0.92893136,-3.6750395,False,-3.9466674
0.56407064,0.370252,0.92893136,-3.6750395,0.5003187,0.8658413,-2.8937304,False,-2.7706206
-1.5699904,0.5003187,0.8658413,-2.8937304,0.60356057,0.7973172,-2.479848,False,-1.9356843
1.5773032,0.60356057,0.7973172,-2.479848,0.6670354,0.74502605,-1.6452645,False,-1.4690807
0.24186164,0.6670354,0.74502605,-1.6452645,0.7052199,0.70898867,-1.0502157,False,-0.9773123
-0.7995871,0.7052199,0.70898867,-1.0502157,0.7274882,0.6861203,-0.63841224,False,-0.731978
-0.20343098,0.7274882,0.6861203,-0.63841224,0.73276114,0.68048596,-0.15433669,False,-0.61254966
-0.19965807,0.73276114,0.68048596,-0.15433669,0.72156966,0.6923419,0.3260791,False,-0.56256294
0.22244078,0.72156966,0.6923419,0.3260791,0.69046503,0.72336584,0.8787017,False,-0.59549344
0.31152004,0.69046503,0.72336584,0.8787017,0.6355603,0.7720513,1.4679542,False,-0.73124707
1.2675586,0.6355603,0.7720513,1.4679542,0.54540956,0.8381697,2.2371264,False,-0.99512935
0.8845347,0.54540956,0.8381697,2.2371264,0.41410202,0.9102305,2.9984338,False,-1.4891301
1.3395313,0.41410202,0.9102305,2.9984338,0.23075563,0.97301173,3.8820364,False,-2.209225
-0.45087296,0.23075563,0.97301173,3.8820364,0.005645917,0.9999841,4.544164,False,-3.297314
0.3321531,0.005645917,0.9999841,4.544164,-0.2585809,0.9659896,5.343975,False,-4.514749
-2.9841897,-0.2585809,0.9659896,5.343975,-0.522667,0.8525369,5.7684674,False,-6.2173104
0.5033391,-0.522667,0.8525369,5.7684674,-0.76699495,0.6416531,6.483371,False,-7.8254514
-1.6459635,-0.76699495,0.6416531,6.483371,-0.93562675,0.3529909,6.717716,False,-10.183854
0.6743495,-0.93562675,0.3529909,6.717716,-0.9999783,0.0065852245,7.083612,False,-12.246224
-1.0022446,-0.9999783,0.0065852245,7.083612,-0.9426461,-0.33379388,6.9382143,False,-14.84703
1.214218,-0.9426461,-0.33379388,6.9382143,-0.77516156,-0.6317631,6.870002,False,-12.662455
-0.37036732,-0.77516156,-0.6317631,6.870002,-0.53958124,-0.84193355,6.3406243,False,-10.76045
