Action_0,Old0,Old1,Old2,Observation_0,Observation_1,Observation_2,Done,Reward
3.4772458,-0.094091244,-0.99556357,-2.3029752,-0.2296449,-0.97327447,-2.7496479,False,-3.306684
4.679754,-0.2296449,-0.97327447,-2.7496479,-0.38082945,-0.9246453,-3.1796038,False,-4.009097
2.9191403,-0.38082945,-0.9246453,-3.1796038,-0.5390825,-0.84225297,-3.5730877,False,-4.862431
4.3955173,-0.5390825,-0.84225297,-3.5730877,-0.69223845,-0.7216689,-3.9047775,False,-5.860911
4.9648147,-0.69223845,-0.7216689,-3.9047775,-0.82595134,-0.56374145,-4.146029,False,-6.9827414
2.3321824,-0.82595134,-0.56374145,-4.146029,-0.926623,-0.37599182,-4.268835,False,-8.188196
-0.54619765,-0.926623,-0.37599182,-4.268835,-0.98819166,-0.15322298,-4.6327586,False,-9.418822
0.7816851,-0.98819166,-0.15322298,-4.6327586,-0.99698347,0.07761405,-4.630423,False,-11.073588
-0.24448232,-0.99698347,0.07761405,-4.630423,-0.9529004,0.3032833,-4.608885,False,-11.531627
-1.1872343,-0.9529004,0.3032833,-4.608885,-0.8597013,0.51079714,-4.5595074,False,-10.154066
-3.7947733,-0.8597013,0.51079714,-4.5595074,-0.7248827,0.68887234,-4.4764094,False,-8.871441
-3.244016,-0.7248827,0.68887234,-4.4764094,-0.5628886,0.8265328,-4.259755,False,-7.680132
-4.10048,-0.5628886,0.8265328,-4.259755,-0.39023215,0.9207165,-3.9398556,False,-6.521693
-4.7454686,-0.39023215,0.9207165,-3.9398556,-0.22156377,0.9751459,-3.549318,False,-5.443768
-7.2439337,-0.22156377,0.9751459,-3.549318,-0.06746854,0.9977214,-3.1179588,False,-4.48297
-6.1540093,-0.06746854,0.9977214,-3.1179588,0.065915756,0.9978252,-2.6696677,False,-3.6602473
-3.9205475,0.065915756,0.9978252,-2.6696677,0.17610529,0.98437136,-2.221299,False,-2.9812334
-7.6201653,0.17610529,0.98437136,-2.221299,0.26304746,0.9647829,-1.7830204,False,-2.4400048
-6.681576,0.26304746,0.9647829,-1.7830204,0.32796746,0.94468904,-1.3594332,False,-2.0239408
0.681983,0.32796746,0.94468904,-1.3594332,0.3537545,0.9353383,-0.54861885,False,-1.7145618
-4.6644087,0.3537545,0.9353383,-0.54861885,0.36062503,0.9327109,-0.14711508,False,-1.4962978
-5.203256,0.36062503,0.9327109,-0.14711508,0.34882495,0.9371879,0.2524181,False,-1.4506276
-2.4059331,0.34882495,0.9371879,0.2524181,0.3179358,0.94811225,0.655309,False,-1.4853312
-5.262759,0.3179358,0.94811225,0.655309,0.26695484,0.96370906,1.0663931,False,-1.6025633
-4.3622274,0.26695484,0.96370906,1.0663931,0.1945249,0.9808976,1.489175,False,-1.8091875
-5.511485,0.1945249,0.9808976,1.489175,0.099366404,0.9950509,1.9248482,False,-2.116453
-5.2659144,0.099366404,0.9950509,1.9248482,-0.019025056,0.999819,2.3711364,False,-2.5391264
-5.115726,-0.019025056,0.999819,2.3711364,-0.15939341,0.98721516,2.8210006,False,-3.0937645
-4.3193545,-0.15939341,0.98721516,2.8210006,-0.317552,0.9482409,3.261412,False,-3.7957237
-5.348646,-0.317552,0.9482409,3.261412,-0.48536143,0.8743136,3.6725926,False,-4.654701
-3.7710505,-0.48536143,0.8743136,3.6725926,-0.6504624,0.75953853,4.028328,False,-5.669104
-3.3348608,-0.6504624,0.75953853,4.028328,-0.79747105,0.60335726,4.2979817,False,-6.820534
-4.461769,-0.79747105,0.60335726,4.2979817,-0.9109648,0.4124842,4.4504995,False,-8.070743
0.70336807,-0.9109648,0.4124842,4.4504995,-0.98349977,0.18090928,4.865368,False,-9.36009
0.43995023,-0.98349977,0.18090928,4.865368,-0.99744916,-0.07138051,5.0670424,False,-11.12709
1.24741,-0.99744916,-0.07138051,5.0670424,-0.94556427,-0.3254355,5.2006183,False,-11.994879
1.2937348,-0.94556427,-0.3254355,5.2006183,-0.8314953,-0.55553186,5.150602,False,-10.603096
3.595661,-0.8314953,-0.55553186,5.150602,-0.66694146,-0.7451102,5.0339527,False,-9.172588
2.840688,-0.66694146,-0.7451102,5.0339527,-0.47180793,-0.88170135,4.7751203,False,-7.8321767
2.6685002,-0.47180793,-0.88170135,4.7751203,-0.26735592,-0.96359783,4.413844,False,-6.5365863
4.649024,-0.26735592,-0.96359783,4.413844,-0.07103082,-0.99747413,3.9911458,False,-5.343119
5.4682484,-0.07103082,-0.99747413,3.9911458,0.10586274,-0.9943808,3.5430403,False,-4.2927175
4.272888,0.10586274,-0.9943808,3.5430403,0.2579737,-0.96615195,3.0972548,False,-3.4047627
0.9140916,0.2579737,-0.96615195,3.0972548,0.37686753,-0.92626715,2.5097547,False,-2.6758988
2.6107144,0.37686753,-0.92626715,2.5097547,0.4725351,-0.88131183,2.1150544,False,-2.0366538
3.7105641,0.4725351,-0.88131183,2.1150544,0.5479142,-0.83653456,1.7540705,False,-1.6147916
5.2859116,0.5479142,-0.83653456,1.7540705,0.60614306,-0.7953557,1.4266696,False,-1.2936145
3.6400032,0.60614306,-0.7953557,1.4266696,0.6500953,-0.75985277,1.1301528,False,-1.0531918
3.723474,0.6500953,-0.75985277,1.1301528,0.68216753,-0.7311959,0.8602632,False,-0.8766436
7.2669616,0.68216753,-0.7311959,0.8602632,0.7042146,-0.7099872,0.61186624,False,-0.75052565
1.488328,0.7042146,-0.7099872,0.61186624,0.7148767,-0.6992505,0.30262503,False,-0.6629326
5.924819,0.7148767,-0.6992505,0.30262503,0.71760505,-0.69645035,0.07818712,False,-0.6127738
4.6526976,0.71760505,-0.69645035,0.07818712,0.71256685,-0.70160425,-0.14415064,False,-0.59818816
7.1599793,0.71256685,-0.70160425,-0.14415064,0.6994535,-0.71467817,-0.37035385,False,-0.6108117
7.7850504,0.6994535,-0.71467817,-0.37035385,0.6774675,-0.7355527,-0.60636246,False,-0.651593
5.069001,0.6774675,-0.7355527,-0.60636246,0.6452975,-0.7639314,-0.858027,False,-0.7238401
4.139027,0.6452975,-0.7639314,-0.858027,0.60108984,-0.7991815,-1.1309755,False,-0.83344966
3.39035,0.60108984,-0.7991815,-1.1309755,0.54244614,-0.8400906,-1.4303616,False,-0.989261
4.799202,0.54244614,-0.8400906,-1.4303616,0.46649572,-0.88452345,-1.7604296,False,-1.2035002
2.6093013,0.46649572,-0.88452345,-1.7604296,0.37011582,-0.9289856,-2.1238222,False,-1.4921594
6.7310243,0.37011582,-0.9289856,-2.1238222,0.25041187,-0.9681394,-2.5205615,False,-1.8751228
1.4993842,0.25041187,-0.9681394,-2.5205615,0.101841025,-0.9948007,-3.0217583,False,-2.3738809
5.245708,0.101841025,-0.9948007,-3.0217583,-0.07131429,-0.99745387,-3.4678588,False,-3.0744135
1.9127567,-0.07131429,-0.99745387,-3.4678588,-0.2646361,-0.9643483,-3.9290357,False,-3.9029891
1.7353194,-0.2646361,-0.9643483,-3.9290357,-0.46835387,-0.883541,-4.3919992,False,-4.927279
3.6528945,-0.46835387,-0.883541,-4.3919992,-0.66325474,-0.7483937,-4.754655,False,-6.169248
3.2769442,-0.66325474,-0.7483937,-4.754655,-0.82823855,-0.56037575,-5.01595,False,-7.5360875
4.0839233,-0.82823855,-0.56037575,-5.01595,-0.9434105,-0.33162716,-5.136232,False,-9.005927
0.86804974,-0.9434105,-0.33162716,-5.136232,-0.997167,-0.075219415,-5.254745,False,-10.498819
1.3592889,-0.997167,-0.075219415,-5.254745,-0.9838307,0.1791011,-5.1072664,False,-12.165293
1.2483287,-0.9838307,0.1791011,-5.1072664,-0.9133509,0.40717345,-4.7856913,False,-11.380576
-1.7596722,-0.9133509,0.40717345,-4.7856913,-0.79209036,0.6104039,-4.744262,False,-9.703946
-1.6162105,-0.79209036,0.6104039,-4.744262,-0.63482463,0.77265626,-4.528891,False,-8.42875
-6.6008015,-0.63482463,0.77265626,-4.528891,-0.45761538,0.88915026,-4.2493987,False,-7.1562586
-4.2690907,-0.45761538,0.88915026,-4.2493987,-0.2774939,0.9607274,-3.882536,False,-5.996295
-3.6401181,-0.2774939,0.9607274,-3.882536,-0.10787476,0.99416447,-3.4619904,False,-4.941242
-3.9549708,-0.10787476,0.99416447,-3.4619904,0.042720262,0.9990871,-3.016367,False,-4.0211806
0.09222174,0.042720262,0.9990871,-3.016367,0.15476951,0.9879506,-2.2532184,False,-3.2448323
-7.0595655,0.15476951,0.9879506,-2.2532184,0.24353306,0.9698926,-1.8122554,False,-2.5150626
-7.691701,0.24353306,0.9698926,-1.8122554,0.31005293,0.9507193,-1.384836,False,-2.0874937
-3.9990149,0.31005293,0.9507193,-1.384836,0.35586408,0.9345377,-0.97179645,False,-1.7721772
-5.4909816,0.35586408,0.9345377,-0.97179645,0.38239157,0.9240004,-0.57089317,False,-1.5551865
-3.796461,0.38239157,0.9240004,-0.57089317,0.39059502,0.9205626,-0.1778929,False,-1.4252495
-3.7649567,0.39059502,0.9205626,-0.1778929,0.38079086,0.9246612,0.21252906,False,-1.3749385
-2.894946,0.38079086,0.9246612,0.21252906,0.35260198,0.9357734,0.606025,False,-1.4012591
-4.0137496,0.35260198,0.9357734,0.606025,0.30501813,0.95234656,1.0078549,False,-1.5059063
-4.992733,0.30501813,0.95234656,1.0078549,0.23658712,0.9716103,1.4221148,False,-1.6952914
-3.0654745,0.23658712,0.9716103,1.4221148,0.14578919,0.9893157,1.8508226,False,-1.9803177
-7.5216913,0.14578919,0.9893157,1.8508226,0.031664874,0.99949855,2.2928092,False,-2.375713
-2.2297366,0.031664874,0.99949855,2.2928092,-0.10525618,0.99444515,2.742433,False,-2.8986068
-2.568879,-0.10525618,0.99444515,2.742433,-0.2617788,0.9651279,3.188267,False,-3.5659008
-7.1230125,-0.2617788,0.9651279,3.188267,-0.43088248,0.90240806,3.612113,False,-4.3901567
-7.771067,-0.43088248,0.90240806,3.612113,-0.6011317,0.79915,3.988919,False,-5.374069
-2.8049679,-0.6011317,0.79915,3.988919,-0.75740564,0.6529447,4.2882814,False,-6.504531
-5.0110145,-0.75740564,0.6529447,4.2882814,-0.8834757,0.46847704,4.47799,False,-7.7484527
-2.776917,-0.8834757,0.46847704,4.47799,-0.96610695,0.25814223,4.529348,False,-9.053095
0.5591653,-0.96610695,0.25814223,4.529348,-0.9997846,0.02075586,4.8068295,False,-10.349057
0.8180251,-0.9997846,0.02075586,4.8068295,-0.9744589,-0.2245661,4.9451003,False,-12.050845
3.1746352,-0.9744589,-0.2245661,4.9451003,-0.8868418,-0.4620732,5.076676,False,-10.947182
1.1766317,-0.8868418,-0.4620732,5.076676,-0.7480601,-0.663631,4.9066157,False,-9.66096
4.5277247,-0.7480601,-0.663631,4.9066157,-0.5726127,-0.819826,4.7088923,False,-8.248207
5.1138153,-0.5726127,-0.819826,4.7088923,-0.38017726,-0.92491364,4.394023,False,-6.975886
5.1345096,-0.38017726,-0.92491364,4.394023,-0.18883038,-0.9820097,4.0003376,False,-5.7794185
3.9587786,-0.18883038,-0.9820097,4.0003376,-0.011779024,-0.9999306,3.5638304,False,-4.7045717
2.4494996,-0.011779024,-0.9999306,3.5638304,0.14341845,-0.9896621,3.1138823,False,-3.7786355
6.5319967,0.14341845,-0.9896621,3.1138823,0.27394864,-0.9617443,2.6716356,False,-3.0096188
4.0513945,0.27394864,-0.9617443,2.6716356,0.3802002,-0.9249042,2.2503273,False,-2.3903883
4.5358357,0.3802002,-0.9249042,2.2503273,0.46430108,-0.88567746,1.8566492,False,-1.9046469
5.6490355,0.46430108,-0.88567746,1.8566492,0.52903676,-0.8485989,1.4923911,False,-1.5323519
3.1247523,0.52903676,-0.8485989,1.4923911,0.5771725,-0.81662226,1.155942,False,-1.2535641
4.161525,0.5771725,-0.81662226,1.155942,0.6110892,-0.7915617,0.8434752,False,-1.0506657
2.512145,0.6110892,-0.7915617,0.8434752,0.63261575,-0.77446586,0.549804,False,-0.9093731
5.3600407,0.63261575,-0.77446586,0.549804,0.64297307,-0.7658888,0.26895455,False,-0.81899446
3.9952874,0.64297307,-0.7658888,0.26895455,0.6427638,-0.76606447,-0.0054620504,False,-0.7723546
3.671406,0.6427638,-0.76606447,-0.0054620504,0.6319759,-0.77498806,-0.2800104,False,-0.7656016
2.0816088,0.6319759,-0.77498806,-0.2800104,0.60998195,-0.7924153,-0.5612514,False,-0.79807055
4.601617,0.60998195,-0.7924153,-0.5612514,0.5755363,-0.81777626,-0.8555629,False,-0.87228423
4.086785,0.5755363,-0.81777626,-0.8555629,0.5267859,-0.849998,-1.1688951,False,-0.9940758
4.1020756,0.5267859,-0.849998,-1.1688951,0.46133122,-0.887228,-1.5063937,False,-1.1728508
3.564285,0.46133122,-0.887228,-1.5063937,0.27278367,0.9620754,0.30257773,True,-1.4218605
-4.1436005,0.27278367,0.9620754,0.30257773,0.2377789,0.9713193,0.7241343,False,-1.6889142
-7.7069244,0.2377789,0.9713193,0.7241343,0.18143676,0.9834026,1.1526239,False,-1.8272469
-2.2063959,0.18143676,0.9834026,1.1526239,0.10275679,0.9947065,1.5901759,False,-2.0643666
-4.9867163,0.10275679,0.9947065,1.5901759,0.0011281528,0.99999934,2.0362058,False,-2.4114718
-5.2105494,0.0011281528,0.99999934,2.0362058,-0.12287082,0.9924227,2.4862053,False,-2.8824713
-7.508669,-0.12287082,0.9924227,2.4862053,-0.2664502,0.9638487,2.9305224,False,-3.4916852
-4.974294,-0.2664502,0.9638487,2.9305224,-0.42356625,0.90586513,3.353409,False,-4.2502527
-2.6661928,-0.42356625,0.90586513,3.353409,-0.58430153,0.81153667,3.7328079,False,-5.161303
-4.68709,-0.58430153,0.81153667,3.7328079,-0.73528844,0.67775434,4.0414605,False,-6.2146
-5.3906255,-0.73528844,0.67775434,4.0414605,-0.86168504,0.5074435,4.2497764,False,-7.382415
0.14151359,-0.86168504,0.5074435,4.2497764,-0.955444,0.29517248,4.651586,False,-8.614928
0.22950628,-0.955444,0.29517248,4.651586,-0.99852794,0.054239735,4.9073915,False,-10.240495
2.6865146,-0.99852794,0.054239735,4.9073915,-0.9784176,-0.20663759,5.248071,False,-11.943832
1.3956397,-0.9784176,-0.20663759,5.248071,-0.8900876,-0.45578954,5.3024387,False,-11.361336
5.438268,-0.8900876,-0.45578954,5.3024387,-0.74096584,-0.6715427,5.2605968,False,-9.935591
4.324867,-0.74096584,-0.6715427,5.2605968,-0.54941195,-0.8355517,5.0569396,False,-8.556875
4.3841534,-0.54941195,-0.8355517,5.0569396,-0.33833468,-0.94102585,4.7302756,False,-7.194333
2.7737513,-0.33833468,-0.94102585,4.7302756,-0.12856466,-0.9917011,4.3245063,False,-5.91239
3.4996457,-0.12856466,-0.9917011,4.3245063,0.06506898,-0.99788076,3.8807304,False,-4.7631764
0.90208435,0.06506898,-0.99788076,3.8807304,0.22651343,-0.974008,3.2676325,False,-3.7738965
2.6762207,0.22651343,-0.974008,3.2676325,0.3619443,-0.9321997,2.8371265,False,-2.8735106
4.283516,0.3619443,-0.9321997,2.8371265,0.4726112,-0.88127106,2.4379766,False,-2.2499933
5.1686535,0.4726112,-0.88127106,2.4379766,0.56142163,-0.8275299,2.0770233,False,-1.761632
3.8688374,0.56142163,-0.8275299,2.0770233,0.6318373,-0.77510107,1.7563758,False,-1.38543
4.924251,0.6318373,-0.77510107,1.7563758,0.68723345,-0.7264367,1.47505,False,-1.0990335
3.563013,0.68723345,-0.7264367,1.47505,0.73058945,-0.68281704,1.2302225,False,-0.8827463
2.4752092,0.73058945,-0.68281704,1.2302225,0.7643873,-0.6447574,1.0181097,False,-0.72026527
3.6477208,0.7643873,-0.6447574,1.0181097,0.790618,-0.61230975,0.8345416,False,-0.5986433
1.9491665,0.790618,-0.61230975,0.8345416,0.8106152,-0.5855792,0.66768426,False,-0.5076981
8.311094,0.8106152,-0.5855792,0.66768426,0.82580423,-0.56395686,0.52849984,False,-0.43994856
2.430312,0.82580423,-0.56395686,0.52849984,0.8370688,-0.5470976,0.4055322,False,-0.39093587
2.5924556,0.8370688,-0.5470976,0.4055322,0.8450528,-0.5346829,0.29520896,False,-0.3555627
3.904807,0.8450528,-0.5346829,0.29520896,0.8502045,-0.52645254,0.19419678,False,-0.33096078
1.6731145,0.8502045,-0.52645254,0.19419678,0.85152656,-0.52431154,0.05032453,False,-0.31395498
4.074273,0.85152656,-0.52431154,0.05032453,0.8503998,-0.5261371,-0.04290913,False,-0.3088544
0.55189157,0.8503998,-0.5261371,-0.04290913,0.8409347,-0.5411366,-0.35472822,False,-0.30746192
5.447055,0.8409347,-0.5411366,-0.35472822,0.82825106,-0.5603572,-0.46058068,False,-0.3435248
5.099247,0.82825106,-0.5603572,-0.46058068,0.8116301,-0.5841718,-0.5808486,False,-0.3790212
1.809824,0.8116301,-0.5841718,-0.5808486,0.78923494,-0.6140914,-0.7475038,False,-0.4262148
6.783337,0.78923494,-0.6140914,-0.7475038,0.7605493,-0.64928025,-0.90807235,False,-0.4971068
4.747509,0.7605493,-0.64928025,-0.90807235,0.7238783,-0.68992764,-1.0950326,False,-0.5857963
3.1686192,0.7238783,-0.68992764,-1.0950326,0.67707705,-0.73591214,-1.3124783,False,-0.7036229
4.146068,0.67707705,-0.73591214,-1.3124783,0.6175018,-0.78656954,-1.5644124,False,-0.86021084
4.190252,0.6175018,-0.78656954,-1.5644124,0.54202545,-0.8403621,-1.8543395,False,-1.0681865
4.8814077,0.54202545,-0.8403621,-1.8543395,0.44718438,-0.8944418,-2.184611,False,-1.3437632
5.044213,0.44718438,-0.8944418,-2.184611,0.3295648,-0.944133,-2.5554423,False,-1.7071041
6.5555267,0.3295648,-0.944133,-2.5554423,0.18656588,-0.98244244,-2.963542,False,-2.18214
5.9646435,0.18656588,-0.98244244,-2.963542,0.017645884,-0.9998443,-3.4003737,False,-2.7953103
6.674343,0.017645884,-0.9998443,-3.4003737,-0.17397636,-0.98474985,-3.850257,False,-3.5725272
3.8540936,-0.17397636,-0.98474985,-3.850257,-0.3795474,-0.9251723,-4.2888193,False,-4.5337873
5.013296,-0.3795474,-0.9251723,-4.2888193,-0.5838332,-0.8118736,-4.6826987,False,-5.685402
-0.37784147,-0.5838332,-0.8118736,-4.6826987,-0.7776104,-0.62874645,-5.34828,False,-7.0075936
4.173861,-0.7776104,-0.62874645,-5.34828,-0.9195163,-0.3930518,-5.51984,False,-8.924145
-0.55111074,-0.9195163,-0.3930518,-5.51984,-0.9940563,-0.108867295,-5.897295,False,-10.541863
1.7609472,-0.9940563,-0.108867295,-5.897295,-0.98443675,0.17573923,-5.714803,False,-12.677022
-1.7336802,-0.98443675,0.17573923,-5.714803,-0.89210695,0.45182437,-5.843051,False,-12.05975
0.56259596,-0.89210695,0.45182437,-5.843051,-0.7386041,0.67413944,-5.419793,False,-10.55821
-3.4849746,-0.7386041,0.67413944,-5.419793,-0.5398744,0.8417456,-5.2141886,False,-8.710029
-5.082481,-0.5398744,0.8417456,-5.2141886,-0.32039258,0.9472849,-4.8828793,False,-7.307017
-6.3150835,-0.32039258,0.9472849,-4.8828793,-0.10234363,0.9947491,-4.4724154,False,-5.9866347
-4.8057413,-0.10234363,0.9947491,-4.4724154,0.0986339,0.9951238,-4.026354,False,-4.804249
