Action_0,Old0,Old1,Old2,Old3,Observation_0,Observation_1,Observation_2,Observation_3,Done,Reward
0,0.06729662,0.42798316,0.005765764,-0.36390442,0.07585628,0.23277977,-0.001512324,-0.0694091,False,1.0
0,0.07585628,0.23277977,-0.001512324,-0.0694091,0.080511875,0.037679538,-0.002900506,0.22279623,False,1.0
1,0.080511875,0.037679538,-0.002900506,0.22279623,0.081265464,0.2328428,0.0015554186,-0.070800155,False,1.0
0,0.081265464,0.2328428,0.0015554186,-0.070800155,0.08592232,0.037698597,0.0001394155,0.22237313,False,1.0
1,0.08592232,0.037698597,0.0001394155,0.22237313,0.08667629,0.23281854,0.004586878,-0.0702658,False,1.0
0,0.08667629,0.23281854,0.004586878,-0.0702658,0.09133266,0.03763114,0.0031815623,0.22386077,False,1.0
1,0.09133266,0.03763114,0.0031815623,0.22386077,0.09208528,0.23270744,0.0076587778,-0.06781682,False,1.0
0,0.09208528,0.23270744,0.0076587778,-0.06781682,0.096739426,0.03747654,0.0063024415,0.22727254,False,1.0
1,0.096739426,0.03747654,0.0063024415,0.22727254,0.097488955,0.23250784,0.010847893,-0.06341568,False,1.0
0,0.097488955,0.23250784,0.010847893,-0.06341568,0.10213911,0.037232056,0.009579579,0.23266995,False,1.0
1,0.10213911,0.037232056,0.009579579,0.23266995,0.10288375,0.2322158,0.014232978,-0.05697587,False,1.0
0,0.10288375,0.2322158,0.014232978,-0.05697587,0.10752807,0.036892712,0.01309346,0.24016348,False,1.0
1,0.10752807,0.036892712,0.01309346,0.24016348,0.10826592,0.23182519,0.01789673,-0.048360795,False,1.0
0,0.10826592,0.23182519,0.01789673,-0.048360795,0.112902425,0.03645125,0.016929515,0.2499145,False,1.0
1,0.112902425,0.03645125,0.016929515,0.2499145,0.11363145,0.23132738,0.021927804,-0.037380755,False,1.0
1,0.11363145,0.23132738,0.021927804,-0.037380755,0.118258,0.42612815,0.021180188,-0.3230654,False,1.0
0,0.118258,0.42612815,0.021180188,-0.3230654,0.12678057,0.23071113,0.014718881,-0.023779094,False,1.0
1,0.12678057,0.23071113,0.014718881,-0.023779094,0.13139479,0.42561895,0.014243299,-0.31178197,False,1.0
0,0.13139479,0.42561895,0.014243299,-0.31178197,0.13990717,0.23029703,0.0080076605,-0.014641434,False,1.0
0,0.13990717,0.23029703,0.0080076605,-0.014641434,0.1445131,0.035061166,0.0077148317,0.2805572,False,1.0
1,0.1445131,0.035061166,0.0077148317,0.2805572,0.14521432,0.23007223,0.013325975,-0.009682536,False,1.0
1,0.14521432,0.23007223,0.013325975,-0.009682536,0.14981577,0.42500055,0.013132324,-0.29813132,False,1.0
0,0.14981577,0.42500055,0.013132324,-0.29813132,0.15831578,0.2296939,0.0071696984,-0.0013358295,False,1.0
0,0.15831578,0.2296939,0.0071696984,-0.0013358295,0.16290966,0.034469873,0.007142982,0.29360056,False,1.0
1,0.16290966,0.034469873,0.007142982,0.29360056,0.16359906,0.22948925,0.013014993,0.003178984,False,1.0
1,0.16359906,0.22948925,0.013014993,0.003178984,0.16818884,0.42442214,0.013078572,-0.28536928,False,1.0
1,0.16818884,0.42442214,0.013078572,-0.28536928,0.17667729,0.61935514,0.0073711867,-0.5738988,False,1.0
0,0.17667729,0.61935514,0.0073711867,-0.5738988,0.18906438,0.42413062,-0.0041067884,-0.2789029,False,1.0
0,0.18906438,0.42413062,-0.0041067884,-0.2789029,0.19754699,0.2290675,-0.009684846,0.012481928,False,1.0
0,0.19754699,0.2290675,-0.009684846,0.012481928,0.20212834,0.03408578,-0.009435208,0.30209348,False,1.0
1,0.20212834,0.03408578,-0.009435208,0.30209348,0.20281005,0.22934093,-0.003393338,0.006449878,False,1.0
0,0.20281005,0.22934093,-0.003393338,0.006449878,0.20739686,0.034267798,-0.0032643406,0.2980602,False,1.0
1,0.20739686,0.034267798,-0.0032643406,0.2980602,0.20808221,0.22943611,0.0026968634,0.0043495893,False,1.0
1,0.20808221,0.22943611,0.0026968634,0.0043495893,0.21267094,0.42451927,0.0027838552,-0.2874812,False,1.0
0,0.21267094,0.42451927,0.0027838552,-0.2874812,0.22116132,0.22935773,-0.0029657686,0.006078422,False,1.0
1,0.22116132,0.22935773,-0.0029657686,0.006078422,0.22574848,0.4245221,-0.0028442002,-0.28753874,False,1.0
0,0.22574848,0.4245221,-0.0028442002,-0.28753874,0.23423892,0.22944084,-0.008594975,0.004245758,False,1.0
0,0.23423892,0.22944084,-0.008594975,0.004245758,0.23882774,0.034443215,-0.00851006,0.2942045,False,1.0
0,0.23882774,0.034443215,-0.00851006,0.2942045,0.2395166,-0.16055636,-0.0026259697,0.5841913,False,1.0
1,0.2395166,-0.16055636,-0.0026259697,0.5841913,0.23630548,0.03460227,0.009057857,0.29068238,False,1.0
1,0.23630548,0.03460227,0.009057857,0.29068238,0.23699751,0.22959389,0.014871504,0.0008699596,False,1.0
1,0.23699751,0.22959389,0.014871504,0.0008699596,0.2415894,0.42449945,0.014888903,-0.28708395,False,1.0
0,0.2415894,0.42449945,0.014888903,-0.28708395,0.2500794,0.22916836,0.009147224,0.0102573335,False,1.0
0,0.2500794,0.22916836,0.009147224,0.0102573335,0.25466275,0.033916444,0.009352371,0.3058122,False,1.0
1,0.25466275,0.033916444,0.009352371,0.3058122,0.25534108,0.22890389,0.015468615,0.016093403,False,1.0
1,0.25534108,0.22890389,0.015468615,0.016093403,0.25991917,0.42380062,0.015790483,-0.27166912,False,1.0
0,0.25991917,0.42380062,0.015790483,-0.27166912,0.2683952,0.22845696,0.0103571005,0.025952041,False,1.0
1,0.2683952,0.22845696,0.0103571005,0.025952041,0.27296433,0.42342883,0.0108761415,-0.26344517,False,1.0
0,0.27296433,0.42342883,0.0108761415,-0.26344517,0.2814329,0.22815336,0.005607238,0.032648236,False,1.0
1,0.2814329,0.22815336,0.005607238,0.032648236,0.28599596,0.42319444,0.0062602027,-0.25826028,False,1.0
0,0.28599596,0.42319444,0.0062602027,-0.25826028,0.29445985,0.22798368,0.0010949974,0.036390603,False,1.0
1,0.29445985,0.22798368,0.0010949974,0.036390603,0.29901952,0.42308992,0.0018228095,-0.2559466,False,1.0
0,0.29901952,0.42308992,0.0018228095,-0.2559466,0.30748132,0.227942,-0.0032961227,0.03731066,False,1.0
1,0.30748132,0.227942,-0.0032961227,0.03731066,0.31204015,0.42311108,-0.0025499095,-0.25641036,False,1.0
0,0.31204015,0.42311108,-0.0025499095,-0.25641036,0.32050237,0.22802563,-0.0076781167,0.035467178,False,1.0
1,0.32050237,0.22802563,-0.0076781167,0.035467178,0.32506287,0.4232568,-0.006968773,-0.25962833,False,1.0
0,0.32506287,0.4232568,-0.006968773,-0.25962833,0.333528,0.22823505,-0.012161339,0.030848444,False,1.0
1,0.333528,0.22823505,-0.012161339,0.030848444,0.3380927,0.42352927,-0.01154437,-0.26564652,False,1.0
0,0.3380927,0.42352927,-0.01154437,-0.26564652,0.3465633,0.22857398,-0.0168573,0.023372978,False,1.0
0,0.3465633,0.22857398,-0.0168573,0.023372978,0.35113478,0.033697814,-0.016389841,0.3106899,False,1.0
1,0.35113478,0.033697814,-0.016389841,0.3106899,0.35180873,0.22904937,-0.010176044,0.012883514,False,1.0
1,0.35180873,0.22904937,-0.010176044,0.012883514,0.3563897,0.42431575,-0.009918374,-0.2829926,False,1.0
0,0.3563897,0.42431575,-0.009918374,-0.2829926,0.364876,0.22933666,-0.015578225,0.0065456927,False,1.0
0,0.364876,0.22933666,-0.015578225,0.0065456927,0.36946273,0.03444156,-0.015447311,0.29427305,False,1.0
1,0.36946273,0.03444156,-0.015447311,0.29427305,0.37015155,0.22978029,-0.00956185,-0.0032414198,False,1.0
1,0.37015155,0.22978029,-0.00956185,-0.0032414198,0.37474716,0.42503804,-0.009626678,-0.29892582,False,1.0
0,0.37474716,0.42503804,-0.009626678,-0.29892582,0.3832479,0.23005463,-0.0156051945,-0.00929445,False,1.0
1,0.3832479,0.23005463,-0.0156051945,-0.00929445,0.387849,0.42539686,-0.015791083,-0.30685982,False,1.0
0,0.387849,0.42539686,-0.015791083,-0.30685982,0.39635694,0.23050344,-0.021928279,-0.019198537,False,1.0
0,0.39635694,0.23050344,-0.021928279,-0.019198537,0.400967,0.03570272,-0.02231225,0.2664859,False,1.0
1,0.400967,0.03570272,-0.02231225,0.2664859,0.40168107,0.23113587,-0.016982533,-0.033150107,False,1.0
1,0.40168107,0.23113587,-0.016982533,-0.033150107,0.4063038,0.42649716,-0.017645536,-0.33114246,False,1.0
0,0.4063038,0.42649716,-0.017645536,-0.33114246,0.41483372,0.23163079,-0.024268385,-0.044075936,False,1.0
1,0.41483372,0.23163079,-0.024268385,-0.044075936,0.41946635,0.42709216,-0.025149904,-0.34431592,False,1.0
0,0.41946635,0.42709216,-0.025149904,-0.34431592,0.4280082,0.23233686,-0.032036223,-0.05966866,False,1.0
0,0.4280082,0.23233686,-0.032036223,-0.05966866,0.43265495,0.03768857,-0.033229597,0.22273692,False,1.0
0,0.43265495,0.03768857,-0.033229597,0.22273692,0.4334087,-0.15694304,-0.028774858,0.50475544,False,1.0
1,0.4334087,-0.15694304,-0.028774858,0.50475544,0.43026984,0.038572356,-0.01867975,0.20314512,False,1.0
1,0.43026984,0.038572356,-0.01867975,0.20314512,0.43104127,0.2339564,-0.014616847,-0.095371336,False,1.0
0,0.43104127,0.2339564,-0.014616847,-0.095371336,0.43572038,0.039046958,-0.016524274,0.19266438,False,1.0
1,0.43572038,0.039046958,-0.016524274,0.19266438,0.43650132,0.23440135,-0.012670986,-0.10518512,False,1.0
1,0.43650132,0.23440135,-0.012670986,-0.10518512,0.44118935,0.42970255,-0.0147746885,-0.40183857,False,1.0
0,0.44118935,0.42970255,-0.0147746885,-0.40183857,0.44978338,0.23479326,-0.02281146,-0.11385018,False,1.0
0,0.44978338,0.23479326,-0.02281146,-0.11385018,0.45447925,0.040005475,-0.025088463,0.17154947,False,1.0
0,0.45447925,0.040005475,-0.025088463,0.17154947,0.45527935,-0.15474857,-0.021657474,0.45621336,False,1.0
1,0.45527935,-0.15474857,-0.021657474,0.45621336,0.45218438,0.04067278,-0.012533207,0.15678328,False,1.0
1,0.45218438,0.04067278,-0.012533207,0.15678328,0.45299783,0.2359719,-0.009397542,-0.13982701,False,1.0
0,0.45299783,0.2359719,-0.009397542,-0.13982701,0.45771727,0.040985793,-0.012194082,0.14987636,False,1.0
0,0.45771727,0.040985793,-0.012194082,0.14987636,0.45853698,-0.15395941,-0.009196555,0.4386874,False,1.0
1,0.45853698,-0.15395941,-0.009196555,0.4386874,0.4554578,0.041291475,-0.0004228074,0.14311972,False,1.0
1,0.4554578,0.041291475,-0.0004228074,0.14311972,0.45628363,0.23641947,0.002439587,-0.14969656,False,1.0
1,0.45628363,0.23641947,0.002439587,-0.14969656,0.461012,0.4315064,-0.00055434415,-0.44160882,False,1.0
0,0.461012,0.4315064,-0.00055434415,-0.44160882,0.46964213,0.2363923,-0.009386521,-0.14910072,False,1.0
0,0.46964213,0.2363923,-0.009386521,-0.14910072,0.47436997,0.04140602,-0.012368536,0.14060622,False,1.0
0,0.47436997,0.04140602,-0.012368536,0.14060622,0.4751981,-0.15353662,-0.009556411,0.42936155,False,1.0
1,0.4751981,-0.15353662,-0.009556411,0.42936155,0.47212735,0.041719347,-0.0009691799,0.13368145,False,1.0
1,0.47212735,0.041719347,-0.0009691799,0.13368145,0.47296172,0.23685515,0.0017044491,-0.15930703,False,1.0
0,0.47296172,0.23685515,0.0017044491,-0.15930703,0.47769883,0.041708842,-0.0014816916,0.1339131,False,1.0
1,0.47769883,0.041708842,-0.0014816916,0.1339131,0.478533,0.23685199,0.0011965702,-0.15923691,False,1.0
0,0.478533,0.23685199,0.0011965702,-0.15923691,0.48327005,0.041712955,-0.0019881679,0.13382322,False,1.0
1,0.48327005,0.041712955,-0.0019881679,0.13382322,0.4841043,0.2368633,0.0006882963,-0.15948626,False,1.0
1,0.4841043,0.2368633,0.0006882963,-0.15948626,0.48884156,0.4319754,-0.0025014288,-0.45195195,False,1.0
0,0.48884156,0.4319754,-0.0025014288,-0.45195195,0.49748108,0.23688892,-0.011540468,-0.16005862,False,1.0
1,0.49748108,0.23688892,-0.011540468,-0.16005862,0.50221884,0.43217415,-0.014741641,-0.45635977,False,1.0
0,0.50221884,0.43217415,-0.014741641,-0.45635977,0.51086235,0.2372637,-0.023868836,-0.16835976,False,1.0
0,0.51086235,0.2372637,-0.023868836,-0.16835976,0.5156076,0.04249139,-0.027236031,0.11669868,False,1.0
1,0.5156076,0.04249139,-0.027236031,0.11669868,0.51645744,0.23799278,-0.024902057,-0.18445101,False,1.0
0,0.51645744,0.23799278,-0.024902057,-0.18445101,0.5212173,0.04323584,-0.028591078,0.10027337,False,1.0
1,0.5212173,0.04323584,-0.028591078,0.10027337,0.52208203,0.23875563,-0.02658561,-0.20129102,False,1.0
0,0.52208203,0.23875563,-0.02658561,-0.20129102,0.52685714,0.04402381,-0.030611431,0.082888186,False,1.0
0,0.52685714,0.04402381,-0.030611431,0.082888186,0.5277376,-0.15064625,-0.028953668,0.36575812,False,1.0
1,0.5277376,-0.15064625,-0.028953668,0.36575812,0.5247247,0.04487492,-0.021638505,0.06408808,False,1.0
1,0.5247247,0.04487492,-0.021638505,0.06408808,0.52562225,0.2403003,-0.020356745,-0.23534256,False,1.0
1,0.52562225,0.2403003,-0.020356745,-0.23534256,0.53042823,0.4357071,-0.025063597,-0.53437644,False,1.0
0,0.53042823,0.4357071,-0.025063597,-0.53437644,0.5391424,0.24094641,-0.035751127,-0.24969512,False,1.0
0,0.5391424,0.24094641,-0.035751127,-0.24969512,0.5439613,0.046352774,-0.040745027,0.03150019,False,1.0
1,0.5439613,0.046352774,-0.040745027,0.03150019,0.5448883,0.24203461,-0.040115025,-0.2737547,False,1.0
0,0.5448883,0.24203461,-0.040115025,-0.2737547,0.549729,0.04750733,-0.045590118,0.0060108304,False,1.0
1,0.549729,0.04750733,-0.045590118,0.0060108304,0.55067915,0.24325246,-0.045469902,-0.3007006,False,1.0
0,0.55067915,0.24325246,-0.045469902,-0.3007006,0.5555442,0.048807114,-0.051483914,-0.022697657,False,1.0
0,0.5555442,0.048807114,-0.051483914,-0.022697657,0.55652034,-0.14554015,-0.051937867,0.25330734,False,1.0
1,0.55652034,-0.14554015,-0.051937867,0.25330734,0.55360955,0.050283447,-0.04687172,-0.05529481,False,1.0
0,0.55360955,0.050283447,-0.04687172,-0.05529481,0.5546152,-0.14413618,-0.04797762,0.2222391,False,1.0
1,0.5546152,-0.14413618,-0.04797762,0.2222391,0.5517325,0.051637515,-0.043532837,-0.08518353,False,1.0
0,0.5517325,0.051637515,-0.043532837,-0.08518353,0.55276525,-0.14283426,-0.04523651,0.19345313,False,1.0
1,0.55276525,-0.14283426,-0.04523651,0.19345313,0.5499086,0.052904606,-0.041367445,-0.11314979,False,1.0
1,0.5499086,0.052904606,-0.041367445,-0.11314979,0.5509667,0.24859412,-0.04363044,-0.41859147,False,1.0
0,0.5509667,0.24859412,-0.04363044,-0.41859147,0.55593854,0.054116726,-0.05200227,-0.13997626,False,1.0
0,0.55593854,0.054116726,-0.05200227,-0.13997626,0.5570209,-0.14022332,-0.054801796,0.13585797,False,1.0
0,0.5570209,-0.14022332,-0.054801796,0.13585797,0.55421644,-0.33451924,-0.052084636,0.41076064,False,1.0
1,0.55421644,-0.33451924,-0.052084636,0.41076064,0.54752606,-0.13869908,-0.043869425,0.10212281,False,1.0
0,0.54752606,-0.13869908,-0.043869425,0.10212281,0.54475206,-0.33316576,-0.041826967,0.38064867,False,1.0
1,0.54475206,-0.33316576,-0.041826967,0.38064867,0.53808874,-0.13747561,-0.034213994,0.07507664,False,1.0
0,0.53808874,-0.13747561,-0.034213994,0.07507664,0.53533924,-0.3320908,-0.03271246,0.3567716,False,1.0
1,0.53533924,-0.3320908,-0.03271246,0.3567716,0.52869743,-0.1365194,-0.025577027,0.053955704,False,1.0
1,0.52869743,-0.1365194,-0.025577027,0.053955704,0.52596706,0.058959752,-0.024497913,-0.24668595,False,1.0
0,0.52596706,0.058959752,-0.024497913,-0.24668595,0.5271463,-0.13580391,-0.029431632,0.03817022,False,1.0
0,0.5271463,-0.13580391,-0.029431632,0.03817022,0.5244302,-0.33049172,-0.028668227,0.3214238,False,1.0
0,0.5244302,-0.33049172,-0.028668227,0.3214238,0.51782036,-0.5251939,-0.02223975,0.6049298,False,1.0
1,0.51782036,-0.5251939,-0.02223975,0.6049298,0.50731647,-0.32976815,-0.010141155,0.3053257,False,1.0
1,0.50731647,-0.32976815,-0.010141155,0.3053257,0.5007211,-0.13450319,-0.004034641,0.00946188,False,1.0
0,0.5007211,-0.13450319,-0.004034641,0.00946188,0.49803102,-0.32956704,-0.0038454037,0.30086905,False,1.0
1,0.49803102,-0.32956704,-0.0038454037,0.30086905,0.49143967,-0.1343905,0.0021719772,0.006975889,False,1.0
0,0.49143967,-0.1343905,0.0021719772,0.006975889,0.48875186,-0.32954353,0.002311495,0.30034328,False,1.0
1,0.48875186,-0.32954353,0.002311495,0.30034328,0.482161,-0.13445461,0.00831836,0.008390248,False,1.0
1,0.482161,-0.13445461,0.00831836,0.008390248,0.4794719,0.060547054,0.008486165,-0.28165653,False,1.0
0,0.4794719,0.060547054,0.008486165,-0.28165653,0.48068282,-0.1346949,0.002853034,0.01369074,False,1.0
0,0.48068282,-0.1346949,0.002853034,0.01369074,0.47798893,-0.32985765,0.003126849,0.30727246,False,1.0
0,0.47798893,-0.32985765,0.003126849,0.30727246,0.47139177,-0.525024,0.009272298,0.60093987,False,1.0
1,0.47139177,-0.525024,0.009272298,0.60093987,0.46089128,-0.33003294,0.021291096,0.31119195,False,1.0
1,0.46089128,-0.33003294,0.021291096,0.31119195,0.45429063,-0.1352207,0.027514935,0.025298983,False,1.0
1,0.45429063,-0.1352207,0.027514935,0.025298983,0.45158622,0.05949606,0.028020915,-0.25857726,False,1.0
0,0.45158622,0.05949606,0.028020915,-0.25857726,0.45277613,-0.13601448,0.02284937,0.04281047,False,1.0
1,0.45277613,-0.13601448,0.02284937,0.04281047,0.45005584,0.05877249,0.02370558,-0.24257657,False,1.0
0,0.45005584,0.05877249,0.02370558,-0.24257657,0.4512313,-0.13667989,0.018854048,0.05748841,False,1.0
1,0.4512313,-0.13667989,0.018854048,0.05748841,0.4484977,0.058166698,0.020003816,-0.22918677,False,1.0
0,0.4484977,0.058166698,0.020003816,-0.22918677,0.44966105,-0.13723531,0.015420081,0.06973833,False,1.0
0,0.44966105,-0.13723531,0.015420081,0.06973833,0.44691634,-0.3325749,0.016814848,0.36724615,False,1.0
1,0.44691634,-0.3325749,0.016814848,0.36724615,0.44026485,-0.1376959,0.02415977,0.079912305,False,1.0
1,0.44026485,-0.1376959,0.02415977,0.079912305,0.43751094,0.057071522,0.025758017,-0.20505127,False,1.0
0,0.43751094,0.057071522,0.025758017,-0.20505127,0.43865237,-0.13840911,0.021656992,0.095644414,False,1.0
1,0.43865237,-0.13840911,0.021656992,0.095644414,0.43588418,0.056395844,0.02356988,-0.19012782,False,1.0
1,0.43588418,0.056395844,0.02356988,-0.19012782,0.4370121,0.2511728,0.019767324,-0.47528318,False,1.0
0,0.4370121,0.2511728,0.019767324,-0.47528318,0.44203556,0.055777386,0.01026166,-0.17643607,False,1.0
0,0.44203556,0.055777386,0.01026166,-0.17643607,0.44315112,-0.13948989,0.0067329393,0.119466245,False,1.0
1,0.44315112,-0.13948989,0.0067329393,0.119466245,0.44036132,0.055534944,0.009122264,-0.17108488,False,1.0
0,0.44036132,0.055534944,0.009122264,-0.17108488,0.44147202,-0.13971636,0.005700566,0.12446177,False,1.0
1,0.44147202,-0.13971636,0.005700566,0.12446177,0.4386777,0.05532345,0.008189801,-0.16641721,False,1.0
0,0.4386777,0.05532345,0.008189801,-0.16641721,0.43978417,-0.13991475,0.0048614573,0.12883803,False,1.0
0,0.43978417,-0.13991475,0.0048614573,0.12883803,0.43698588,-0.33510602,0.0074382178,0.4230507,False,1.0
1,0.43698588,-0.33510602,0.0074382178,0.4230507,0.43028376,-0.14009024,0.015899232,0.13272199,False,1.0
1,0.43028376,-0.14009024,0.015899232,0.13272199,0.42748195,0.05480039,0.01855367,-0.15490282,False,1.0
0,0.42748195,0.05480039,0.01855367,-0.15490282,0.42857796,-0.14058222,0.015455615,0.1435751,False,1.0
0,0.42857796,-0.14058222,0.015455615,0.1435751,0.42576632,-0.33592206,0.018327117,0.4410936,False,1.0
1,0.42576632,-0.33592206,0.018327117,0.4410936,0.4190479,-0.1410642,0.027148988,0.15424377,False,1.0
1,0.4190479,-0.1410642,0.027148988,0.15424377,0.4162266,0.053658724,0.030233864,-0.12975213,False,1.0
0,0.4162266,0.053658724,0.030233864,-0.12975213,0.41729978,-0.14188296,0.02763882,0.17231378,False,1.0
1,0.41729978,-0.14188296,0.02763882,0.17231378,0.41446212,0.052832738,0.031085096,-0.11152336,False,1.0
0,0.41446212,0.052832738,0.031085096,-0.11152336,0.41551876,-0.14272054,0.028854629,0.19080237,False,1.0
1,0.41551876,-0.14272054,0.028854629,0.19080237,0.41266435,0.051976994,0.032670677,-0.09264025,False,1.0
1,0.41266435,0.051976994,0.032670677,-0.09264025,0.4137039,0.2466158,0.030817872,-0.37483916,False,1.0
0,0.4137039,0.2466158,0.030817872,-0.37483916,0.4186362,0.051069975,0.023321088,-0.07260066,False,1.0
0,0.4186362,0.051069975,0.023321088,-0.07260066,0.4196576,-0.1443784,0.021869075,0.22734797,False,1.0
1,0.4196576,-0.1443784,0.021869075,0.22734797,0.41677,0.050424293,0.026416034,-0.05835715,False,1.0
0,0.41677,0.050424293,0.026416034,-0.05835715,0.4177785,-0.14506623,0.02524889,0.24254173,False,1.0
1,0.4177785,-0.14506623,0.02524889,0.24254173,0.41487718,0.049686134,0.030099725,-0.042071313,False,1.0
0,0.41487718,0.049686134,0.030099725,-0.042071313,0.4158709,-0.14585419,0.0292583,0.25995427,False,1.0
1,0.4158709,-0.14585419,0.0292583,0.25995427,0.41295382,0.04883811,0.034457386,-0.023358464,False,1.0
1,0.41295382,0.04883811,0.034457386,-0.023358464,0.4139306,0.24344939,0.033990216,-0.30497363,False,1.0
0,0.4139306,0.24344939,0.033990216,-0.30497363,0.41879958,0.047859967,0.027890744,-0.0017677546,False,1.0
0,0.41879958,0.047859967,0.027890744,-0.0017677546,0.41975677,-0.14765064,0.027855389,0.2995829,False,1.0
1,0.41975677,-0.14765064,0.027855389,0.2995829,0.41680375,0.047063395,0.033847045,0.01581356,False,1.0
1,0.41680375,0.047063395,0.033847045,0.01581356,0.41774502,0.24168397,0.034163315,-0.266001,False,1.0
0,0.41774502,0.24168397,0.034163315,-0.266001,0.4225787,0.04609154,0.028843295,0.037258536,False,1.0
1,0.4225787,0.04609154,0.028843295,0.037258536,0.42350054,0.24078825,0.029588465,-0.24618632,False,1.0
0,0.42350054,0.24078825,0.029588465,-0.24618632,0.4283163,0.04525648,0.024664737,0.055680662,False,1.0
1,0.4283163,0.04525648,0.024664737,0.055680662,0.42922142,0.24001622,0.025778351,-0.22911945,False,1.0
0,0.42922142,0.24001622,0.025778351,-0.22911945,0.43402174,0.044535577,0.021195963,0.07158208,False,1.0
1,0.43402174,0.044535577,0.021195963,0.07158208,0.43491244,0.23934734,0.022627605,-0.21433875,False,1.0
1,0.43491244,0.23934734,0.022627605,-0.21433875,0.43969938,0.4341386,0.01834083,-0.49979886,False,1.0
0,0.43969938,0.4341386,0.01834083,-0.49979886,0.44838214,0.23876294,0.008344852,-0.20139277,False,1.0
1,0.44838214,0.23876294,0.008344852,-0.20139277,0.4531574,0.43376455,0.0043169972,-0.49143162,False,1.0
0,0.4531574,0.43376455,0.0043169972,-0.49143162,0.46183267,0.23858199,-0.0055116354,-0.1973913,False,1.0
0,0.46183267,0.23858199,-0.0055116354,-0.1973913,0.46660432,0.043539315,-0.009459462,0.09354782,False,1.0
