Action_0,Old0,Old1,Old2,Old3,Observation_0,Observation_1,Observation_2,Observation_3,Done,Reward
0,0.059766073,0.43087912,0.011426343,-0.42782366,0.06838366,0.23559724,0.0028698696,-0.13156071,False,1.0
0,0.06838366,0.23559724,0.0028698696,-0.13156071,0.073095605,0.040434316,0.00023865537,0.1620262,False,1.0
0,0.073095605,0.040434316,0.00023865537,0.1620262,0.07390429,-0.15469106,0.0034791792,0.4547844,False,1.0
0,0.07390429,-0.15469106,0.0034791792,0.4547844,0.07081047,-0.349862,0.012574866,0.74856186,False,1.0
0,0.07081047,-0.349862,0.012574866,0.74856186,0.063813224,-0.54515517,0.027546104,1.0451753,False,1.0
0,0.063813224,-0.54515517,0.027546104,1.0451753,0.05291012,-0.74063176,0.04844961,1.3463764,False,1.0
1,0.05291012,-0.74063176,0.04844961,1.3463764,0.038097486,-0.5461513,0.07537714,1.0692368,False,1.0
0,0.038097486,-0.5461513,0.07537714,1.0692368,0.027174462,-0.74218476,0.09676187,1.3845919,False,1.0
0,0.027174462,-0.74218476,0.09676187,1.3845919,0.012330767,-0.93837106,0.12445371,1.7058984,False,1.0
0,0.012330767,-0.93837106,0.12445371,1.7058984,-0.0064366534,-1.1346858,0.15857168,2.0345879,False,1.0
1,-0.0064366534,-1.1346858,0.15857168,2.0345879,-0.029130368,-0.94151473,0.19926342,1.7948916,False,1.0
0,-0.029130368,-0.94151473,0.19926342,1.7948916,0.019881632,0.03563502,-0.01127553,0.015936945,True,1.0
1,0.019881632,0.03563502,-0.01127553,0.015936945,0.020594332,0.23091684,-0.010956791,-0.2802821,False,1.0
0,0.020594332,0.23091684,-0.010956791,-0.2802821,0.02521267,0.035952896,-0.016562434,0.0089250505,False,1.0
0,0.02521267,0.035952896,-0.016562434,0.0089250505,0.025931727,-0.15892765,-0.016383933,0.29633662,False,1.0
0,0.025931727,-0.15892765,-0.016383933,0.29633662,0.022753173,-0.35381222,-0.010457201,0.5838076,False,1.0
1,0.022753173,-0.35381222,-0.010457201,0.5838076,0.015676929,-0.15854535,0.0012189504,0.28784895,False,1.0
1,0.015676929,-0.15854535,0.0012189504,0.28784895,0.012506022,0.03655918,0.0069759293,-0.0044492483,False,1.0
0,0.012506022,0.03655918,0.0069759293,-0.0044492483,0.013237205,-0.15866211,0.006886944,0.29042646,False,1.0
0,0.013237205,-0.15866211,0.006886944,0.29042646,0.010063963,-0.35388157,0.012695473,0.58527344,False,1.0
0,0.010063963,-0.35388157,0.012695473,0.58527344,0.002986332,-0.549179,0.024400942,0.8819283,False,1.0
1,0.002986332,-0.549179,0.024400942,0.8819283,-0.007997248,-0.35439688,0.042039506,0.5970152,False,1.0
1,-0.007997248,-0.35439688,0.042039506,0.5970152,-0.015085186,-0.15988769,0.05397981,0.31786516,False,1.0
0,-0.015085186,-0.15988769,0.05397981,0.31786516,-0.018282939,-0.35573524,0.06033711,0.62707096,False,1.0
1,-0.018282939,-0.35573524,0.06033711,0.62707096,-0.025397643,-0.16150507,0.07287853,0.35398424,False,1.0
1,-0.025397643,-0.16150507,0.07287853,0.35398424,-0.028627746,0.032509,0.079958215,0.08514297,False,1.0
1,-0.028627746,0.032509,0.079958215,0.08514297,-0.027977565,0.22639915,0.081661075,-0.18128037,False,1.0
0,-0.027977565,0.22639915,0.081661075,-0.18128037,-0.023449583,0.030209407,0.07803547,0.13600528,False,1.0
0,-0.023449583,0.030209407,0.07803547,0.13600528,-0.022845395,-0.16593851,0.08075557,0.4522509,False,1.0
0,-0.022845395,-0.16593851,0.08075557,0.4522509,-0.026164165,-0.36210406,0.08980059,0.76925665,False,1.0
1,-0.026164165,-0.36210406,0.08980059,0.76925665,-0.033406246,-0.16832533,0.10518572,0.5061257,False,1.0
0,-0.033406246,-0.16832533,0.10518572,0.5061257,-0.036772754,-0.36476004,0.11530823,0.8300168,False,1.0
1,-0.036772754,-0.36476004,0.11530823,0.8300168,-0.044067957,-0.17138712,0.13190857,0.5757091,False,1.0
1,-0.044067957,-0.17138712,0.13190857,0.5757091,-0.0474957,0.0216631,0.14342275,0.32731816,False,1.0
0,-0.0474957,0.0216631,0.14342275,0.32731816,-0.047062438,-0.17517845,0.14996912,0.6615708,False,1.0
1,-0.047062438,-0.17517845,0.14996912,0.6615708,-0.050566006,0.017573774,0.16320053,0.41961357,False,1.0
0,-0.050566006,0.017573774,0.16320053,0.41961357,-0.050214533,-0.17943889,0.1715928,0.758974,False,1.0
0,-0.050214533,-0.17943889,0.1715928,0.758974,-0.05380331,-0.37645745,0.18677229,1.1003628,False,1.0
0,-0.05380331,-0.37645745,0.18677229,1.1003628,-0.061332457,-0.57347965,0.20877954,1.4453487,False,1.0
0,-0.061332457,-0.57347965,0.20877954,1.4453487,-0.030627681,-0.011364497,0.03139646,0.031105366,True,1.0
0,-0.030627681,-0.011364497,0.03139646,0.031105366,-0.03085497,-0.2069223,0.03201857,0.33352646,False,1.0
1,-0.03085497,-0.2069223,0.03201857,0.33352646,-0.034993418,-0.012270346,0.0386891,0.05111006,False,1.0
1,-0.034993418,-0.012270346,0.0386891,0.05111006,-0.035238825,0.18227609,0.0397113,-0.22911942,False,1.0
0,-0.035238825,0.18227609,0.0397113,-0.22911942,-0.031593304,-0.013390183,0.035128914,0.075820655,False,1.0
1,-0.031593304,-0.013390183,0.035128914,0.075820655,-0.031861108,0.18121102,0.036645327,-0.20557529,False,1.0
1,-0.031861108,0.18121102,0.036645327,-0.20557529,-0.028236888,0.3757903,0.03253382,-0.48647687,False,1.0
0,-0.028236888,0.3757903,0.03253382,-0.48647687,-0.020721082,0.18022478,0.022804283,-0.18372056,False,1.0
0,-0.020721082,0.18022478,0.022804283,-0.18372056,-0.017116586,-0.015215918,0.019129872,0.116068125,False,1.0
0,-0.017116586,-0.015215918,0.019129872,0.116068125,-0.017420905,-0.21060665,0.021451235,0.4147244,False,1.0
1,-0.017420905,-0.21060665,0.021451235,0.4147244,-0.021633038,-0.01579523,0.029745724,0.12888068,False,1.0
0,-0.021633038,-0.01579523,0.029745724,0.12888068,-0.021948943,-0.21133037,0.032323338,0.43079755,False,1.0
0,-0.021948943,-0.21133037,0.032323338,0.43079755,-0.026175551,-0.40689474,0.04093929,0.73349226,False,1.0
0,-0.026175551,-0.40689474,0.04093929,0.73349226,-0.034313448,-0.60255766,0.055609137,1.0387735,False,1.0
1,-0.034313448,-0.60255766,0.055609137,1.0387735,-0.0463646,-0.408217,0.076384604,0.7640539,False,1.0
0,-0.0463646,-0.408217,0.076384604,0.7640539,-0.05452894,-0.6043031,0.091665685,1.0797607,False,1.0
1,-0.05452894,-0.6043031,0.091665685,1.0797607,-0.066615,-0.41050315,0.113260895,0.81719315,False,1.0
0,-0.066615,-0.41050315,0.113260895,0.81719315,-0.07482506,-0.6069783,0.12960476,1.1432452,False,1.0
1,-0.07482506,-0.6069783,0.12960476,1.1432452,-0.08696463,-0.41376567,0.15246966,0.8938542,False,1.0
1,-0.08696463,-0.41376567,0.15246966,0.8938542,-0.095239945,-0.2210036,0.17034675,0.65271807,False,1.0
0,-0.095239945,-0.2210036,0.17034675,0.65271807,-0.09966002,-0.41803682,0.18340111,0.99383014,False,1.0
0,-0.09966002,-0.41803682,0.18340111,0.99383014,-0.10802075,-0.6150751,0.2032777,1.3380489,False,1.0
1,-0.10802075,-0.6150751,0.2032777,1.3380489,-0.04795307,-0.023853982,0.0020902157,0.010002147,True,1.0
0,-0.04795307,-0.023853982,0.0020902157,0.010002147,-0.04843015,-0.21900585,0.0022902586,0.30334377,False,1.0
0,-0.04843015,-0.21900585,0.0022902586,0.30334377,-0.052810267,-0.41416037,0.008357134,0.5967481,False,1.0
0,-0.052810267,-0.41416037,0.008357134,0.5967481,-0.061093472,-0.60939825,0.020292096,0.8920517,False,1.0
1,-0.061093472,-0.60939825,0.020292096,0.8920517,-0.07328144,-0.41455734,0.03813313,0.605816,False,1.0
0,-0.07328144,-0.41455734,0.03813313,0.605816,-0.081572585,-0.61019117,0.05024945,0.9102618,False,1.0
0,-0.081572585,-0.61019117,0.05024945,0.9102618,-0.093776405,-0.80595577,0.06845468,1.2183052,False,1.0
0,-0.093776405,-0.80595577,0.06845468,1.2183052,-0.10989552,-1.0018903,0.092820786,1.5316286,False,1.0
0,-0.10989552,-1.0018903,0.092820786,1.5316286,-0.12993333,-1.1980004,0.12345336,1.8517776,False,1.0
1,-0.12993333,-1.1980004,0.12345336,1.8517776,-0.15389334,-1.0044339,0.1604889,1.5998406,False,1.0
1,-0.15389334,-1.0044339,0.1604889,1.5998406,-0.17398201,-0.81153566,0.19248572,1.3611931,False,1.0
1,-0.17398201,-0.81153566,0.19248572,1.3611931,-0.0012066364,-0.020269847,-0.04293498,-0.026040971,True,1.0
1,-0.0012066364,-0.020269847,-0.04293498,-0.026040971,-0.0016120333,0.17544068,-0.0434558,-0.3319552,False,1.0
1,-0.0016120333,0.17544068,-0.0434558,-0.3319552,0.0018967803,0.37115338,-0.050094903,-0.638019,False,1.0
0,0.0018967803,0.37115338,-0.050094903,-0.638019,0.009319847,0.17676444,-0.06285528,-0.36152312,False,1.0
0,0.009319847,0.17676444,-0.06285528,-0.36152312,0.012855137,-0.017410383,-0.07008574,-0.089303344,False,1.0
0,0.012855137,-0.017410383,-0.07008574,-0.089303344,0.012506929,-0.21146138,-0.07187181,0.18047023,False,1.0
0,0.012506929,-0.21146138,-0.07187181,0.18047023,0.008277701,-0.4054852,-0.068262406,0.44964248,False,1.0
0,0.008277701,-0.4054852,-0.068262406,0.44964248,0.00016799755,-0.5995786,-0.059269555,0.72005093,False,1.0
1,0.00016799755,-0.5995786,-0.059269555,0.72005093,-0.011823575,-0.4036889,-0.044868536,0.40931728,False,1.0
1,-0.011823575,-0.4036889,-0.044868536,0.40931728,-0.019897353,-0.2079605,-0.03668219,0.10283321,False,1.0
0,-0.019897353,-0.2079605,-0.03668219,0.10283321,-0.024056563,-0.40253806,-0.034625523,0.38372105,False,1.0
0,-0.024056563,-0.40253806,-0.034625523,0.38372105,-0.032107323,-0.5971517,-0.026951103,0.6652887,False,1.0
0,-0.032107323,-0.5971517,-0.026951103,0.6652887,-0.04405036,-0.7918886,-0.0136453295,0.94936526,False,1.0
1,-0.04405036,-0.7918886,-0.0136453295,0.94936526,-0.059888132,-0.59658563,0.005341976,0.6524265,False,1.0
0,-0.059888132,-0.59658563,0.005341976,0.6524265,-0.07181984,-0.79178154,0.018390507,0.94678676,False,1.0
0,-0.07181984,-0.79178154,0.018390507,0.94678676,-0.08765547,-0.98714626,0.03732624,1.2451907,False,1.0
0,-0.08765547,-0.98714626,0.03732624,1.2451907,-0.10739839,-1.1827266,0.06223005,1.5493283,False,1.0
0,-0.10739839,-1.1827266,0.06223005,1.5493283,-0.13105293,-1.3785377,0.09321661,1.8607602,False,1.0
0,-0.13105293,-1.3785377,0.09321661,1.8607602,-0.15862368,-1.57455,0.13043182,2.1808681,False,1.0
1,-0.15862368,-1.57455,0.13043182,2.1808681,-0.19011468,-1.3809137,0.17404917,1.9311192,False,1.0
0,-0.19011468,-1.3809137,0.17404917,1.9311192,-0.032626286,0.036369752,0.02230538,0.01782528,True,1.0
0,-0.032626286,0.036369752,0.02230538,0.01782528,-0.03189889,-0.15906487,0.022661885,0.3174615,False,1.0
0,-0.03189889,-0.15906487,0.022661885,0.3174615,-0.035080187,-0.35450214,0.029011115,0.6172041,False,1.0
1,-0.035080187,-0.35450214,0.029011115,0.6172041,-0.04217023,-0.15979725,0.041355196,0.33379778,False,1.0
1,-0.04217023,-0.15979725,0.041355196,0.33379778,-0.045366175,0.03471245,0.04803115,0.054437697,False,1.0
0,-0.045366175,0.03471245,0.04803115,0.054437697,-0.044671927,-0.1610641,0.049119905,0.36187956,False,1.0
1,-0.044671927,-0.1610641,0.049119905,0.36187956,-0.047893208,0.03332649,0.056357495,0.08508083,False,1.0
0,-0.047893208,0.03332649,0.056357495,0.08508083,-0.04722668,-0.16255613,0.05805911,0.39499858,False,1.0
1,-0.04722668,-0.16255613,0.05805911,0.39499858,-0.050477803,0.03169602,0.06595908,0.12117115,False,1.0
1,-0.050477803,0.03169602,0.06595908,0.12117115,-0.04984388,0.225814,0.0683825,-0.14999473,False,1.0
0,-0.04984388,0.225814,0.0683825,-0.14999473,-0.0453276,0.029782891,0.06538261,0.16345349,False,1.0
1,-0.0453276,0.029782891,0.06538261,0.16345349,-0.04473194,0.22391088,0.068651676,-0.107907504,False,1.0
1,-0.04473194,0.22391088,0.068651676,-0.107907504,-0.040253725,0.41798532,0.066493526,-0.37816563,False,1.0
0,-0.040253725,0.41798532,0.066493526,-0.37816563,-0.03189402,0.22198515,0.058930214,-0.06528041,False,1.0
1,-0.03189402,0.22198515,0.058930214,-0.06528041,-0.027454318,0.41621482,0.05762461,-0.33880374,False,1.0
0,-0.027454318,0.41621482,0.05762461,-0.33880374,-0.019130021,0.2203223,0.050848532,-0.028520435,False,1.0
1,-0.019130021,0.2203223,0.050848532,-0.028520435,-0.014723576,0.41467956,0.050278123,-0.30473647,False,1.0
0,-0.014723576,0.41467956,0.050278123,-0.30473647,-0.006429985,0.21887851,0.044183396,0.0033695102,False,1.0
0,-0.006429985,0.21887851,0.044183396,0.0033695102,-0.0020524152,0.02315168,0.044250786,0.3096589,False,1.0
1,-0.0020524152,0.02315168,0.044250786,0.3096589,-0.0015893816,0.21761613,0.050443966,0.03125328,False,1.0
1,-0.0015893816,0.21761613,0.050443966,0.03125328,0.0027629407,0.41197973,0.051069032,-0.24509701,False,1.0
1,0.0027629407,0.41197973,0.051069032,-0.24509701,0.011002535,0.6063365,0.04616709,-0.5212443,False,1.0
1,0.011002535,0.6063365,0.04616709,-0.5212443,0.023129264,0.80077916,0.035742205,-0.7990293,False,1.0
0,0.023129264,0.80077916,0.035742205,-0.7990293,0.039144848,0.6051856,0.01976162,-0.49532035,False,1.0
1,0.039144848,0.6051856,0.01976162,-0.49532035,0.051248558,0.80002344,0.009855214,-0.7817104,False,1.0
0,0.051248558,0.80002344,0.009855214,-0.7817104,0.06724903,0.60476744,-0.0057789935,-0.48594323,False,1.0
1,0.06724903,0.60476744,-0.0057789935,-0.48594323,0.07934438,0.79997045,-0.015497858,-0.7804419,False,1.0
0,0.07934438,0.79997045,-0.015497858,-0.7804419,0.09534378,0.6050649,-0.031106696,-0.49267495,False,1.0
1,0.09534378,0.6050649,-0.031106696,-0.49267495,0.10744508,0.8006115,-0.040960193,-0.7949968,False,1.0
1,0.10744508,0.8006115,-0.040960193,-0.7949968,0.12345731,0.99627095,-0.056860127,-1.1002787,False,1.0
0,0.12345731,0.99627095,-0.056860127,-1.1002787,0.14338273,0.8019415,-0.0788657,-0.8259635,False,1.0
0,0.14338273,0.8019415,-0.0788657,-0.8259635,0.15942156,0.60798156,-0.09538497,-0.55909044,False,1.0
0,0.15942156,0.60798156,-0.09538497,-0.55909044,0.1715812,0.4143188,-0.10656678,-0.2979175,False,1.0
1,0.1715812,0.4143188,-0.10656678,-0.2979175,0.17986757,0.61078566,-0.11252513,-0.6222173,False,1.0
1,0.17986757,0.61078566,-0.11252513,-0.6222173,0.19208328,0.8072841,-0.124969475,-0.94811344,False,1.0
0,0.19208328,0.8072841,-0.124969475,-0.94811344,0.20822896,0.6140462,-0.14393175,-0.69716245,False,1.0
0,0.20822896,0.6140462,-0.14393175,-0.69716245,0.22050989,0.4211824,-0.157875,-0.45302808,False,1.0
0,0.22050989,0.4211824,-0.157875,-0.45302808,0.22893353,0.228604,-0.16693556,-0.21397564,False,1.0
0,0.22893353,0.228604,-0.16693556,-0.21397564,0.2335056,0.03621319,-0.17121507,0.021747425,False,1.0
0,0.2335056,0.03621319,-0.17121507,0.021747425,0.23422988,-0.15609258,-0.17078012,0.2558967,False,1.0
0,0.23422988,-0.15609258,-0.17078012,0.2558967,0.23110802,-0.34841704,-0.16566218,0.49022093,False,1.0
0,0.23110802,-0.34841704,-0.16566218,0.49022093,0.22413969,-0.54086214,-0.15585777,0.7264543,False,1.0
0,0.22413969,-0.54086214,-0.15585777,0.7264543,0.21332245,-0.7335251,-0.14132869,0.9663089,False,1.0
1,0.21332245,-0.7335251,-0.14132869,0.9663089,0.19865194,-0.5368171,-0.12200251,0.63277626,False,1.0
1,0.19865194,-0.5368171,-0.12200251,0.63277626,0.1879156,-0.34022337,-0.109346986,0.30429775,False,1.0
1,0.1879156,-0.34022337,-0.109346986,0.30429775,0.18111113,-0.1437268,-0.10326103,-0.020770758,False,1.0
0,0.18111113,-0.1437268,-0.10326103,-0.020770758,0.17823659,-0.33722794,-0.103676446,0.23763004,False,1.0
0,0.17823659,-0.33722794,-0.103676446,0.23763004,0.17149203,-0.5307277,-0.09892385,0.49589485,False,1.0
1,0.17149203,-0.5307277,-0.09892385,0.49589485,0.16087747,-0.33436012,-0.08900595,0.17374736,False,1.0
0,0.16087747,-0.33436012,-0.08900595,0.17374736,0.15419026,-0.52810293,-0.085531,0.437078,False,1.0
1,0.15419026,-0.52810293,-0.085531,0.437078,0.1436282,-0.33188105,-0.07678944,0.11870566,False,1.0
0,0.1436282,-0.33188105,-0.07678944,0.11870566,0.13699058,-0.5258236,-0.074415326,0.3862083,False,1.0
1,0.13699058,-0.5258236,-0.074415326,0.3862083,0.12647411,-0.32972848,-0.06669116,0.071021736,False,1.0
1,0.12647411,-0.32972848,-0.06669116,0.071021736,0.119879544,-0.13371697,-0.06527072,-0.2419346,False,1.0
0,0.119879544,-0.13371697,-0.06527072,-0.2419346,0.1172052,-0.3278488,-0.07010941,0.029467076,False,1.0
0,0.1172052,-0.3278488,-0.07010941,0.029467076,0.11064823,-0.5218989,-0.06952007,0.29923192,False,1.0
0,0.11064823,-0.5218989,-0.06952007,0.29923192,0.10021025,-0.7159646,-0.06353543,0.5692048,False,1.0
1,0.10021025,-0.7159646,-0.06353543,0.5692048,0.085890956,-0.5200118,-0.052151334,0.25720182,False,1.0
1,0.085890956,-0.5200118,-0.052151334,0.25720182,0.07549072,-0.32418558,-0.047007296,-0.051463693,False,1.0
1,0.07549072,-0.32418558,-0.047007296,-0.051463693,0.06900701,-0.12842225,-0.04803657,-0.35859936,False,1.0
0,0.06900701,-0.12842225,-0.04803657,-0.35859936,0.06643856,-0.32282954,-0.05520856,-0.08144209,False,1.0
1,0.06643856,-0.32282954,-0.05520856,-0.08144209,0.059981972,-0.12696144,-0.056837402,-0.39101967,False,1.0
0,0.059981972,-0.12696144,-0.056837402,-0.39101967,0.057442743,-0.3212326,-0.06465779,-0.11678472,False,1.0
0,0.057442743,-0.3212326,-0.06465779,-0.11678472,0.051018093,-0.5153714,-0.06699349,0.1548188,False,1.0
0,0.051018093,-0.5153714,-0.06699349,0.1548188,0.040710665,-0.7094733,-0.06389711,0.42563722,False,1.0
0,0.040710665,-0.7094733,-0.06389711,0.42563722,0.026521198,-0.9036347,-0.055384368,0.69751203,False,1.0
0,0.026521198,-0.9036347,-0.055384368,0.69751203,0.008448504,-1.0979466,-0.041434128,0.97225845,False,1.0
0,0.008448504,-1.0979466,-0.041434128,0.97225845,-0.013510428,-1.2924888,-0.02198896,1.2516431,False,1.0
0,-0.013510428,-1.2924888,-0.02198896,1.2516431,-0.039360203,-1.4873222,0.0030439012,1.5373583,False,1.0
1,-0.039360203,-1.4873222,0.0030439012,1.5373583,-0.069106646,-1.292237,0.033791065,1.2456268,False,1.0
1,-0.069106646,-1.292237,0.033791065,1.2456268,-0.094951384,-1.0975645,0.0587036,0.96371734,False,1.0
1,-0.094951384,-1.0975645,0.0587036,0.96371734,-0.11690267,-0.90327823,0.07797795,0.690039,False,1.0
0,-0.11690267,-0.90327823,0.07797795,0.690039,-0.13496824,-1.0993907,0.091778725,1.006216,False,1.0
1,-0.13496824,-1.0993907,0.091778725,1.006216,-0.15695605,-0.90560627,0.11190304,0.7437078,False,1.0
0,-0.15695605,-0.90560627,0.11190304,0.7437078,-0.17506817,-1.1020801,0.1267772,1.0694062,False,1.0
1,-0.17506817,-1.1020801,0.1267772,1.0694062,-0.19710977,-0.90884185,0.14816533,0.8190478,False,1.0
1,-0.19710977,-0.90884185,0.14816533,0.8190478,-0.21528661,-0.7160247,0.16454628,0.5763924,False,1.0
0,-0.21528661,-0.7160247,0.16454628,0.5763924,-0.2296071,-0.91302425,0.17607413,0.9160589,False,1.0
1,-0.2296071,-0.91302425,0.17607413,0.9160589,-0.24786758,-0.720664,0.1943953,0.6834785,False,1.0
1,-0.24786758,-0.720664,0.1943953,0.6834785,-0.26228085,-0.5286964,0.20806487,0.45774364,False,1.0
1,-0.26228085,-0.5286964,0.20806487,0.45774364,-0.022356773,-0.029804349,-0.037127495,-0.028986145,True,1.0
0,-0.022356773,-0.029804349,-0.037127495,-0.028986145,-0.02295286,-0.22437476,-0.037707217,0.25175533,False,1.0
1,-0.02295286,-0.22437476,-0.037707217,0.25175533,-0.027440354,-0.02873522,-0.03267211,-0.052578628,False,1.0
1,-0.027440354,-0.02873522,-0.03267211,-0.052578628,-0.028015058,0.16683957,-0.033723682,-0.35538813,False,1.0
1,-0.028015058,0.16683957,-0.033723682,-0.35538813,-0.024678268,0.36242437,-0.040831447,-0.6585114,False,1.0
1,-0.024678268,0.36242437,-0.040831447,-0.6585114,-0.01742978,0.5580901,-0.054001674,-0.96376646,False,1.0
0,-0.01742978,0.5580901,-0.054001674,-0.96376646,-0.006267979,0.36373362,-0.073277004,-0.68852556,False,1.0
0,-0.006267979,0.36373362,-0.073277004,-0.68852556,0.0010066936,0.16970107,-0.08704752,-0.41978195,False,1.0
1,0.0010066936,0.16970107,-0.08704752,-0.41978195,0.004400715,0.36594164,-0.09544316,-0.7385879,False,1.0
0,0.004400715,0.36594164,-0.09544316,-0.7385879,0.011719548,0.17225818,-0.11021492,-0.4774027,False,1.0
0,0.011719548,0.17225818,-0.11021492,-0.4774027,0.0151647115,-0.021149114,-0.11976297,-0.22138959,False,1.0
1,0.0151647115,-0.021149114,-0.11976297,-0.22138959,0.014741729,0.17546296,-0.12419076,-0.5493214,False,1.0
0,0.014741729,0.17546296,-0.12419076,-0.5493214,0.018250989,-0.017715752,-0.1351772,-0.29820338,False,1.0
1,0.018250989,-0.017715752,-0.1351772,-0.29820338,0.017896675,0.17904812,-0.14114127,-0.6302779,False,1.0
0,0.017896675,0.17904812,-0.14114127,-0.6302779,0.021477636,-0.013851613,-0.15374683,-0.3851634,False,1.0
1,0.021477636,-0.013851613,-0.15374683,-0.3851634,0.021200603,0.1830806,-0.1614501,-0.722101,False,1.0
1,0.021200603,0.1830806,-0.1614501,-0.722101,0.024862215,0.38002378,-0.17589211,-1.0609343,False,1.0
1,0.024862215,0.38002378,-0.17589211,-1.0609343,0.03246269,0.5769831,-0.1971108,-1.403261,False,1.0
0,0.03246269,0.5769831,-0.1971108,-1.403261,0.016074691,0.0019073486,-0.004125178,0.045564402,True,1.0
1,0.016074691,0.0019073486,-0.004125178,0.045564402,0.016112838,0.19708821,-0.00321389,-0.24841718,False,1.0
1,0.016112838,0.19708821,-0.00321389,-0.24841718,0.020054601,0.3922559,-0.008182233,-0.5421121,False,1.0
1,0.020054601,0.3922559,-0.008182233,-0.5421121,0.02789972,0.58749187,-0.019024476,-0.8373618,False,1.0
1,0.02789972,0.58749187,-0.019024476,-0.8373618,0.039649557,0.7828684,-0.035771713,-1.1359664,False,1.0
0,0.039649557,0.7828684,-0.035771713,-1.1359664,0.055306926,0.5882322,-0.05849104,-0.85471356,False,1.0
1,0.055306926,0.5882322,-0.05849104,-0.85471356,0.06707157,0.7841004,-0.07558531,-1.1652,False,1.0
0,0.06707157,0.7841004,-0.07558531,-1.1652,0.082753584,0.5900393,-0.09888931,-0.8971404,False,1.0
0,0.082753584,0.5900393,-0.09888931,-0.8971404,0.09455437,0.39638695,-0.11683212,-0.63710713,False,1.0
1,0.09455437,0.39638695,-0.11683212,-0.63710713,0.10248211,0.59292763,-0.12957427,-0.96417904,False,1.0
