Action_0,Action_1,Action_2,Old0,Old1,Old2,Old3,Old4,Old5,Old6,Old7,Old8,Old9,Old10,Observation_0,Observation_1,Observation_2,Observation_3,Observation_4,Observation_5,Observation_6,Observation_7,Observation_8,Observation_9,Observation_10,Done,Reward
-0.035998855,1.0,1.0,1.2188512,-0.064641565,-0.059168562,-0.06656378,0.01302127,0.41508752,-0.2841069,1.4681654,1.6864675,-1.2648364,3.1949875,1.2168554,-0.055497084,-0.0570194,-0.064099014,0.04020997,0.73680997,-0.3042936,1.000716,-0.4303733,1.1042725,3.5525928,False,1.6053873
-0.40318918,-0.087144814,0.33164293,1.2168554,-0.055497084,-0.0570194,-0.064099014,0.04020997,0.73680997,-0.3042936,1.000716,-0.4303733,1.1042725,3.5525928,1.212757,-0.051011603,-0.06463899,-0.05544649,0.06916229,0.7521147,-0.6339699,0.33720374,-1.2295893,1.0622158,3.666875,False,1.7761917
-0.2390192,0.47607383,-0.53800184,1.212757,-0.051011603,-0.06463899,-0.05544649,0.06916229,0.7521147,-0.6339699,0.33720374,-1.2295893,1.0622158,3.666875,1.2070781,-0.049265236,-0.07885825,-0.03505894,0.08204333,0.6141817,-0.71220833,0.1732776,-2.0302083,3.2543964,0.51121783,False,1.6799589
-0.6280856,-0.9553452,-0.14144538,1.2070781,-0.049265236,-0.07885825,-0.03505894,0.08204333,0.6141817,-0.71220833,0.1732776,-2.0302083,3.2543964,0.51121783,1.204436,-0.051153515,-0.09281797,-0.023142459,0.09057637,0.2821743,-0.027293853,-0.47924617,-1.6289927,0.5938805,1.2769585,False,1.397653
-1.0,0.38195735,-1.0,1.204436,-0.051153515,-0.09281797,-0.023142459,0.09057637,0.2821743,-0.027293853,-0.47924617,-1.6289927,0.5938805,1.2769585,1.2071462,-0.06064836,-0.1192427,-0.0005478151,0.08098009,0.40981,0.4821516,-1.5425649,-4.102155,3.8683798,-2.4185207,False,1.335616
1.0,0.17992355,0.73242325,1.2071462,-0.06064836,-0.1192427,-0.0005478151,0.08098009,0.40981,0.4821516,-1.5425649,-4.102155,3.8683798,-2.4185207,1.2108861,-0.062044445,-0.12530792,0.002117843,0.08013191,0.24375218,0.39620882,0.5057321,0.78986144,-1.169123,0.9465559,False,1.3363653
0.36482203,-0.910885,1.0,1.2108861,-0.062044445,-0.12530792,0.002117843,0.08013191,0.24375218,0.39620882,0.5057321,0.78986144,-1.169123,0.9465559,1.2124797,-0.056581024,-0.1097553,-0.026061125,0.10506833,0.2720688,0.084330246,0.7361966,2.4930878,-4.690991,4.2001057,False,1.2256808
0.17093241,1.0,-0.69559723,1.2124797,-0.056581024,-0.1097553,-0.026061125,0.10506833,0.2720688,0.084330246,0.7361966,2.4930878,-4.690991,4.2001057,1.2121612,-0.05167713,-0.10113072,-0.035261095,0.11285478,0.47128558,-0.07220627,0.59945667,0.4011197,0.5751981,-0.56820834,False,1.4348662
-0.13362353,-1.0,-1.0,1.2121612,-0.05167713,-0.10113072,-0.035261095,0.11285478,0.47128558,-0.07220627,0.59945667,0.4011197,0.5751981,-0.56820834,1.2121274,-0.048332706,-0.09419176,-0.038139332,0.10333993,-0.13584216,0.043120705,0.30751434,1.0975435,-0.84055763,-1.5744386,False,1.1061035
-0.55933946,0.8844064,1.0,1.2121274,-0.048332706,-0.09419176,-0.038139332,0.10333993,-0.13584216,0.043120705,0.30751434,1.0975435,-0.84055763,-1.5744386,1.2123991,-0.050643157,-0.101883404,-0.0344809,0.10090593,0.11978202,-0.008600251,-0.5927741,-1.9591261,1.123748,0.34260622,False,0.9250527
-0.32309735,-1.0,-1.0,1.2123991,-0.050643157,-0.101883404,-0.0344809,0.10090593,0.11978202,-0.008600251,-0.5927741,-1.9591261,1.123748,0.34260622,1.2112471,-0.05657498,-0.11033069,-0.033120766,0.09491769,0.35194588,-0.21912724,-0.8309567,-0.63215417,-0.34437242,-1.3066171,False,1.3404909
-0.39555368,0.8033033,-1.0,1.2112471,-0.05657498,-0.11033069,-0.033120766,0.09491769,0.35194588,-0.21912724,-0.8309567,-0.63215417,-0.34437242,-1.3066171,1.2091519,-0.06451326,-0.1256239,-0.016296342,0.067632064,0.08558445,-0.26457718,-1.0374066,-2.5338666,3.2899594,-4.4169307,False,1.1988498
-0.4730242,0.043613993,0.5869117,1.2091519,-0.06451326,-0.1256239,-0.016296342,0.067632064,0.08558445,-0.26457718,-1.0374066,-2.5338666,3.2899594,-4.4169307,1.2073799,-0.07341395,-0.14702064,0.00011842698,0.053743154,-0.09937322,-0.14883213,-1.166246,-2.7639384,1.4580781,-0.4752906,False,0.9197548
1.0,-0.5495417,-0.96568286,1.2073799,-0.07341395,-0.14702064,0.00011842698,0.053743154,-0.09937322,-0.14883213,-1.166246,-2.7639384,1.4580781,-0.4752906,1.2091696,-0.07307581,-0.1444889,-0.0017506484,0.04439988,-0.16574894,0.4143649,0.6380152,1.8118601,-0.92599225,-1.6413531,False,0.87883323
-0.7110441,-0.080821194,-0.9968417,1.2091696,-0.07307581,-0.1444889,-0.0017506484,0.04439988,-0.16574894,0.4143649,0.6380152,1.8118601,-0.92599225,-1.6413531,1.2139022,-0.07473076,-0.1429044,0.0020046833,0.02313915,-0.20992975,0.6867062,-0.6345174,-0.5221553,0.9330547,-3.053162,False,0.8043279
1.0,-1.0,-0.9130787,1.2139022,-0.07473076,-0.1429044,0.0020046833,0.02313915,-0.20992975,0.6867062,-0.6345174,-0.5221553,0.9330547,-3.053162,1.2205796,-0.071711674,-0.12446093,-0.010359083,0.001176767,-0.7482219,0.9136573,0.8750616,3.647641,-2.66015,-2.717129,False,0.48405272
0.64621437,-0.70742816,-1.0,1.2205796,-0.071711674,-0.12446093,-0.010359083,0.001176767,-0.7482219,0.9136573,0.8750616,3.647641,-2.66015,-2.717129,1.2282647,-0.06291356,-0.08971588,-0.03523634,-0.024757672,-1.1681057,0.9749938,1.1991143,4.7000313,-3.3578181,-3.5407636,False,-0.035130948
0.8813626,1.0,0.18225239,1.2282647,-0.06291356,-0.08971588,-0.03523634,-0.024757672,-1.1681057,0.9749938,1.1991143,4.7000313,-3.3578181,-3.5407636,1.2362373,-0.050716054,-0.05696102,-0.050226912,-0.052701946,-1.1164916,1.0110073,1.7160122,3.829043,-1.0846657,-3.5033891,False,-0.1752451
0.34152624,0.74886817,1.0,1.2362373,-0.050716054,-0.05696102,-0.050226912,-0.052701946,-1.1164916,1.0110073,1.7160122,3.829043,-1.0846657,-3.5033891,1.2434998,-0.038539063,-0.033881165,-0.055575635,-0.06783686,-0.6837622,0.8072889,1.4304242,2.4226408,-0.41120768,-1.0642166,False,0.121460326
-0.24778888,1.0,-0.7863241,1.2434998,-0.038539063,-0.033881165,-0.055575635,-0.06783686,-0.6837622,0.8072889,1.4304242,2.4226408,-0.41120768,-1.0642166,1.2485075,-0.031788178,-0.02887753,-0.036453094,-0.093788445,-0.24716975,0.5495799,0.583637,-0.26504472,3.7491524,-4.254929,False,0.6444194
0.089484975,-0.7736508,0.030126292,1.2485075,-0.031788178,-0.02887753,-0.036453094,-0.093788445,-0.24716975,0.5495799,0.583637,-0.26504472,3.7491524,-4.254929,1.2527649,-0.026620625,-0.02244991,-0.026312882,-0.11299694,-0.6574826,0.5365601,0.6521064,1.3011867,0.051791977,-1.507861,False,0.5072859
-0.28021958,0.3898409,-0.74932355,1.2527649,-0.026620625,-0.02244991,-0.026312882,-0.11299694,-0.6574826,0.5365601,0.6521064,1.3011867,0.051791977,-1.507861,1.256864,-0.02467717,-0.020836141,-0.013698045,-0.13602735,-0.5399063,0.48746705,0.037241723,-0.3241903,2.298234,-3.558409,False,0.3913345
1.0,1.0,-1.0,1.256864,-0.02467717,-0.020836141,-0.013698045,-0.13602735,-0.5399063,0.48746705,0.037241723,-0.3241903,2.298234,-3.558409,1.2602742,-0.016800106,-0.012261988,0.008570991,-0.17654192,-0.609694,0.38778773,1.4942248,2.1691127,2.2858658,-5.4480214,False,0.4597133
1.0,-0.49587262,-0.08547446,1.2602742,-0.016800106,-0.012261988,0.008570991,-0.17654192,-0.609694,0.38778773,1.4942248,2.1691127,2.2858658,-5.4480214,1.2627999,-0.0053748656,0.0150826,0.001519546,-0.20247024,-1.1228265,0.27275935,0.671942,2.316164,-1.0591888,-2.5732307,False,0.012695961
-0.7111488,1.0,0.27596277,1.2627999,-0.0053748656,0.0150826,0.001519546,-0.20247024,-1.1228265,0.27275935,0.671942,2.316164,-1.0591888,-2.5732307,1.264515,-0.017092986,-0.00086027005,0.010026429,-0.21848413,-0.36877126,0.182397,-1.9679914,-2.6079736,0.7892134,-1.3204577,False,0.31658176
-0.4603654,1.0,-0.052153878,1.264515,-0.017092986,-0.00086027005,0.010026429,-0.21848413,-0.36877126,0.182397,-1.9679914,-2.6079736,0.7892134,-1.3204577,1.2655154,-0.033298258,-0.01798247,0.008602881,-0.22499903,-0.13713929,0.09173602,-2.0569344,-2.0391178,-0.5189933,-0.58508414,False,0.8298241
-1.0,1.0,-0.5726293,1.2655154,-0.033298258,-0.01798247,0.008602881,-0.22499903,-0.13713929,0.09173602,-2.0569344,-2.0391178,-0.5189933,-0.58508414,1.2658404,-0.053745385,-0.042458907,0.009335527,-0.23430309,-0.34163138,0.011048934,-2.799538,-3.533164,0.27450043,-1.390781,False,0.75182223
-0.12547047,1.0,-0.51630247,1.2658404,-0.053745385,-0.042458907,0.009335527,-0.23430309,-0.34163138,0.011048934,-2.799538,-3.533164,0.27450043,-1.390781,1.2656021,-0.07232761,-0.06313611,0.007613263,-0.24636373,-0.4834506,-0.05010841,-2.089723,-2.1600475,-0.27330005,-1.6283016,False,0.5423161
0.2430745,-0.49422243,1.0,1.2656021,-0.07232761,-0.06313611,0.007613263,-0.24636373,-0.4834506,-0.05010841,-2.089723,-2.1600475,-0.27330005,-1.6283016,1.2668775,-0.08469898,-0.06723753,-0.014530251,-0.23838902,-0.14726064,0.32961658,-1.3088396,0.15085308,-3.7033894,2.1512406,False,0.6653212
-1.0,-0.014683587,0.5067973,1.2668775,-0.08469898,-0.06723753,-0.014530251,-0.23838902,-0.14726064,0.32961658,-1.3088396,0.15085308,-3.7033894,2.1512406,1.2698485,-0.101873055,-0.0810842,-0.033921484,-0.2203537,0.36050415,0.30787706,-2.5548253,-2.686624,-1.8089669,2.3658535,False,1.1931406
0.5020879,0.5103216,1.0,1.2698485,-0.101873055,-0.0810842,-0.033921484,-0.2203537,0.36050415,0.30787706,-2.5548253,-2.686624,-1.8089669,2.3658535,1.2705464,-0.11493645,-0.09458858,-0.049099565,-0.19556491,0.47029734,-0.041209538,-1.1313024,-1.2018478,-1.8919827,3.5166826,False,1.4583298
-0.2988663,-0.74995345,0.8505317,1.2705464,-0.11493645,-0.09458858,-0.049099565,-0.19556491,0.47029734,-0.041209538,-1.1313024,-1.2018478,-1.8919827,3.5166826,1.2693063,-0.12449148,-0.1022372,-0.0741562,-0.15650469,0.3596027,-0.18902636,-1.2426962,-0.8489119,-3.7354422,5.550408,False,1.3842124
1.0,-0.15841061,1.0,1.2693063,-0.12449148,-0.1022372,-0.0741562,-0.15650469,0.3596027,-0.18902636,-1.2426962,-0.8489119,-3.7354422,5.550408,1.2678919,-0.12596211,-0.09411,-0.111337535,-0.10785343,0.49885377,-0.1681827,0.35885864,1.9452586,-5.0700474,6.3540354,False,1.4479951
-1.0,-1.0,0.93867415,1.2678919,-0.12596211,-0.09411,-0.111337535,-0.10785343,0.49885377,-0.1681827,0.35885864,1.9452586,-5.0700474,6.3540354,1.2661549,-0.13199796,-0.09228367,-0.15267943,-0.04932532,0.46804273,-0.2701315,-1.3341167,-0.64999634,-5.2330117,7.8041945,False,1.4660072
-0.39009854,0.23759024,-1.0,1.2661549,-0.13199796,-0.09228367,-0.15267943,-0.04932532,0.46804273,-0.2701315,-1.3341167,-0.64999634,-5.2330117,7.8041945,1.263219,-0.143999,-0.105871335,-0.16987988,-0.017450076,0.57672125,-0.40421182,-1.549752,-2.1881957,-0.67553633,2.1012342,False,1.5725178
-1.0,1.0,0.4048015,1.263219,-0.143999,-0.105871335,-0.16987988,-0.017450076,0.57672125,-0.40421182,-1.549752,-2.1881957,-0.67553633,2.1012342,1.2602975,-0.16035318,-0.1411761,-0.15664615,-0.0037255902,0.43729448,-0.33284166,-2.2650108,-5.4908032,2.8332691,1.5342046,False,1.4502463
-1.0,-0.09434401,0.9844763,1.2602975,-0.16035318,-0.1411761,-0.15664615,-0.0037255902,0.43729448,-0.33284166,-2.2650108,-5.4908032,2.8332691,1.5342046,1.2574209,-0.18043974,-0.1868328,-0.14161949,0.022026835,0.7584311,-0.41173705,-2.6530726,-5.8182354,1.4289416,4.0374675,False,1.6023065
0.95424056,-0.86197555,1.0,1.2574209,-0.18043974,-0.1868328,-0.14161949,0.022026835,0.7584311,-0.41173705,-2.6530726,-5.8182354,1.4289416,4.0374675,1.2530888,-0.18939596,-0.2023113,-0.15837985,0.06784773,0.8717229,-0.61778474,-0.35321903,-0.047129974,-3.8120494,6.5774293,False,1.8873224
-0.15048647,-1.0,1.0,1.2530888,-0.18939596,-0.2023113,-0.15837985,0.06784773,0.8717229,-0.61778474,-0.35321903,-0.047129974,-3.8120494,6.5774293,1.2473598,-0.19290997,-0.2006344,-0.1987689,0.12988187,0.5309186,-0.76679605,-0.4961367,0.3096788,-5.669248,8.350624,False,1.6521214
0.9671534,-0.7525081,0.37605205,1.2473598,-0.19290997,-0.2006344,-0.1987689,0.12988187,0.5309186,-0.76679605,-0.4961367,0.3096788,-5.669248,8.350624,1.2409738,-0.18981071,-0.18339443,-0.2500056,0.19139516,0.36624464,-0.80591524,0.8302843,3.0881636,-6.767244,7.32234,False,1.4252027
-0.16589594,-0.41321382,-1.0,1.2409738,-0.18981071,-0.18339443,-0.2500056,0.19139516,0.36624464,-0.80591524,0.8302843,3.0881636,-6.767244,7.32234,1.2346103,-0.18689926,-0.16792099,-0.28591892,0.22452055,0.12273276,-0.77730745,0.14121905,1.3901085,-3.413723,2.5350435,False,1.229216
1.0,0.76440454,1.0,1.2346103,-0.18689926,-0.16792099,-0.28591892,0.22452055,0.12273276,-0.77730745,0.14121905,1.3901085,-3.413723,2.5350435,1.2290335,-0.17929389,-0.15291165,-0.30883846,0.24883075,0.03576019,-0.6643694,1.3810279,2.1552672,-2.5281985,3.2723145,False,1.0190955
-0.4989036,-0.13867325,-1.0,1.2290335,-0.17929389,-0.15291165,-0.30883846,0.24883075,0.03576019,-0.6643694,1.3810279,2.1552672,-2.5281985,3.2723145,1.2233802,-0.1744836,-0.1470504,-0.31385863,0.25519463,0.17601213,-0.74039805,0.2102716,0.04507989,0.2663605,-0.45301712,False,1.1443993
-0.056311335,-0.41508308,0.7583954,1.2233802,-0.1744836,-0.1470504,-0.31385863,0.25519463,0.17601213,-0.74039805,0.2102716,0.04507989,0.2663605,-0.45301712,1.2173406,-0.17336851,-0.14493674,-0.32278693,0.26610062,0.040072914,-0.7813687,0.08892868,0.3527748,-1.7760285,2.2578511,False,1.0760804
-0.5544448,-0.667957,0.03274452,1.2173406,-0.17336851,-0.14493674,-0.32278693,0.26610062,0.040072914,-0.7813687,0.08892868,0.3527748,-1.7760285,2.2578511,1.2100639,-0.17714684,-0.14677909,-0.33830932,0.28405157,0.16241841,-0.99458325,-0.77274144,-0.53214544,-2.0527391,2.238683,False,1.1146498
1.0,0.07647464,-0.5927902,1.2100639,-0.17714684,-0.14677909,-0.33830932,0.28405157,0.16241841,-0.99458325,-0.77274144,-0.53214544,-2.0527391,2.238683,1.2018101,-0.1751508,-0.13752785,-0.35252178,0.28846923,0.037947115,-1.015188,0.78927296,2.0076864,-1.6454229,-0.28035313,False,1.1287138
-1.0,-0.36883336,-1.0,1.2018101,-0.1751508,-0.13752785,-0.35252178,0.28846923,0.037947115,-1.015188,0.78927296,2.0076864,-1.6454229,-0.28035313,1.1943896,-0.17757621,-0.13814041,-0.35416484,0.27539706,-0.3446213,-0.8824217,-0.8636374,-1.0961877,0.46663907,-2.346823,False,0.77132577
0.21991263,1.0,0.9727541,1.1943896,-0.17757621,-0.13814041,-0.35416484,0.27539706,-0.3446213,-0.8824217,-0.8636374,-1.0961877,0.46663907,-2.346823,1.1875066,-0.18142065,-0.14815924,-0.34767509,0.27143645,-0.0037220165,-0.87429917,-0.2768582,-1.3083311,0.99735266,0.5813766,False,0.80714643
-0.049046095,-0.414731,-0.027183652,1.1875066,-0.18142065,-0.14815924,-0.34767509,0.27143645,-0.0037220165,-0.87429917,-0.2768582,-1.3083311,0.99735266,0.5813766,1.1843549,-0.18343738,-0.15319836,-0.34744543,0.28140345,0.2177088,-0.045808285,-0.24953967,-0.30574682,-0.4104059,1.5272703,False,1.1779531
-0.9727852,0.19485123,-0.91952544,1.1843549,-0.18343738,-0.15319836,-0.34744543,0.28140345,0.2177088,-0.045808285,-0.24953967,-0.30574682,-0.4104059,1.5272703,1.1859577,-0.19214879,-0.16988014,-0.334182,0.28010648,0.36065438,0.27174404,-1.5051129,-2.9631598,2.623365,-0.96654016,False,1.3103089
1.0,-0.922514,-0.5258766,1.1859577,-0.19214879,-0.16988014,-0.334182,0.28010648,0.36065438,0.27174404,-1.5051129,-2.9631598,2.623365,-0.96654016,1.1889437,-0.19386494,-0.16671865,-0.33643723,0.2773097,-0.17778519,0.42636943,0.43205327,2.036316,-1.6879243,-0.14719015,False,1.0814067
-0.14104761,1.0,-0.0403575,1.1889437,-0.19386494,-0.16671865,-0.33643723,0.2773097,-0.17778519,0.42636943,0.43205327,2.036316,-1.6879243,-0.14719015,1.1920305,-0.1924787,-0.16443191,-0.33141217,0.26987,-0.38002735,0.33630568,0.06186345,-0.54033947,1.7860411,-1.3416914,False,0.6242807
0.26377773,-0.4424107,-0.8719741,1.1920305,-0.1924787,-0.16443191,-0.33141217,0.26987,-0.38002735,0.33630568,0.06186345,-0.54033947,1.7860411,-1.3416914,1.19398,-0.1899415,-0.15986806,-0.32318935,0.25333753,-0.36730242,0.20115033,0.43145728,1.1292632,0.623229,-2.4427865,False,0.64488786
-0.88474643,0.08906219,-0.5533188,1.19398,-0.1899415,-0.15986806,-0.32318935,0.25333753,-0.36730242,0.20115033,0.43145728,1.1292632,0.623229,-2.4427865,1.195974,-0.19372594,-0.16577786,-0.30960938,0.23192649,-0.5016841,0.3185079,-0.92726636,-1.6813195,2.196147,-2.738285,False,0.5516012
1.0,-0.4093106,-0.021476641,1.195974,-0.19372594,-0.16577786,-0.30960938,0.23192649,-0.5016841,0.3185079,-0.92726636,-1.6813195,2.196147,-2.738285,1.1997747,-0.19211656,-0.15823877,-0.3108788,0.21979445,-0.72709525,0.55173,0.76050174,2.24382,-1.2705364,-0.9882421,False,0.35964558
-0.50239855,0.3785269,0.16975853,1.1997747,-0.19211656,-0.15823877,-0.3108788,0.21979445,-0.72709525,0.55173,0.76050174,2.24382,-1.2705364,-0.9882421,1.2039084,-0.19166124,-0.15451948,-0.31076568,0.21257149,-0.51803684,0.4547383,-0.29891723,-0.40736455,0.6459979,-0.86186594,False,0.35965335
-0.85133743,0.08393489,-1.0,1.2039084,-0.19166124,-0.15451948,-0.31076568,0.21257149,-0.51803684,0.4547383,-0.29891723,-0.40736455,0.6459979,-0.86186594,1.2062469,-0.19975182,-0.1686724,-0.29361188,0.19246869,-0.3242261,0.21166174,-1.3615768,-2.446633,2.8516204,-3.2712815,False,0.64091766
-1.0,1.0,0.38857198,1.2062469,-0.19975182,-0.1686724,-0.29361188,0.19246869,-0.3242261,0.21166174,-1.3615768,-2.446633,2.8516204,-3.2712815,1.2081231,-0.21486232,-0.20295823,-0.26056182,0.17249668,-0.16842066,0.2917516,-2.1433702,-5.2004366,4.771929,-2.067263,False,-0.26635048
-1.0,-0.30263463,0.8175859,1.2081231,-0.21486232,-0.20295823,-0.26056182,0.17249668,-0.16842066,0.2917516,-2.1433702,-5.2004366,4.771929,-2.067263,1.210426,-0.23432311,-0.24412075,-0.23670515,0.17490816,0.10179227,0.22109814,-2.5977654,-5.1469526,2.1221993,1.4723374,False,-0.006482538
-0.52509505,-1.0,0.37833586,1.210426,-0.23432311,-0.24412075,-0.23670515,0.17490816,0.10179227,0.22109814,-2.5977654,-5.1469526,2.1221993,1.4723374,1.2102641,-0.2537568,-0.27469143,-0.23771061,0.19673055,0.22681554,-0.16501732,-2.3640347,-3.2090366,-1.2554059,3.3685503,False,0.21487524
0.27529404,-0.9295442,-0.6412663,1.2102641,-0.2537568,-0.27469143,-0.23771061,0.19673055,0.22681554,-0.16501732,-2.3640347,-3.2090366,-1.2554059,3.3685503,1.2080495,-0.26661807,-0.28493354,-0.25640053,0.21543053,-0.14438504,-0.2906168,-1.2276881,-0.33530122,-2.9031427,1.8123388,False,0.03614608
-0.1696977,-0.54427123,0.78881055,1.2080495,-0.26661807,-0.28493354,-0.25640053,0.21543053,-0.14438504,-0.2906168,-1.2276881,-0.33530122,-2.9031427,1.8123388,1.2062542,-0.27618897,-0.28770238,-0.28635752,0.24138936,-0.4187917,-0.19900027,-1.1961905,-0.3419935,-4.1404676,3.9191074,False,-0.3817165
-0.4531033,0.73334616,0.30894405,1.2062542,-0.27618897,-0.28770238,-0.28635752,0.24138936,-0.4187917,-0.19900027,-1.1961905,-0.3419935,-4.1404676,3.9191074,1.2041268,-0.28795615,-0.30274847,-0.30003297,0.26316324,0.12580761,-0.31635785,-1.5840589,-2.6150858,-0.5052183,2.1589363,False,-0.09561592
-1.0,-0.7769305,0.011268563,1.2041268,-0.28795615,-0.30274847,-0.30003297,0.26316324,0.12580761,-0.31635785,-1.5840589,-2.6150858,-0.5052183,2.1589363,1.20114,-0.30500713,-0.32769895,-0.30779642,0.28209832,0.15055457,-0.41012448,-2.4126737,-3.399474,-1.2139853,2.4740758,False,0.18243967
-0.56228215,1.0,-1.0,1.20114,-0.30500713,-0.32769895,-0.30779642,0.28209832,0.15055457,-0.41012448,-2.4126737,-3.399474,-1.2139853,2.4740758,1.1974726,-0.32380337,-0.36394626,-0.29213497,0.2771942,0.16621438,-0.4561717,-2.276104,-5.0585184,3.4974787,-2.116572,False,0.16864292
0.2325196,-0.64375097,-1.0,1.1974726,-0.32380337,-0.36394626,-0.29213497,0.2771942,0.16621438,-0.4561717,-2.276104,-5.0585184,3.4974787,-2.116572,1.1948045,-0.33499992,-0.38617143,-0.27797216,0.25674897,-0.31542656,-0.26499525,-0.96832955,-1.6340973,0.92733127,-2.869702,False,-0.12172579
0.47339737,0.44570613,-1.0,1.1948045,-0.33499992,-0.38617143,-0.27797216,0.25674897,-0.31542656,-0.26499525,-0.96832955,-1.6340973,0.92733127,-2.869702,1.1928511,-0.33722687,-0.39227253,-0.26525447,0.22398569,-0.43295586,-0.24797392,0.08017516,-0.29016748,1.9141275,-4.452938,False,-0.41269326
-0.44482374,-0.26116532,-0.32307822,1.1928511,-0.33722687,-0.39227253,-0.26525447,0.22398569,-0.43295586,-0.24797392,0.08017516,-0.29016748,1.9141275,-4.452938,1.1933373,-0.33982468,-0.39770272,-0.25516355,0.19894503,-0.39280173,0.4509757,-0.56664944,-0.89717084,0.9460716,-2.4897687,False,-0.44160882
0.9390033,-0.36534643,-0.62515384,1.1933373,-0.33982468,-0.39770272,-0.25516355,0.19894503,-0.39280173,0.4509757,-0.56664944,-0.89717084,0.9460716,-2.4897687,1.2016281,-0.33718035,-0.3868909,-0.2588642,0.18058407,-0.31705356,1.2677606,0.78300744,2.481197,-1.1276817,-2.271174,False,-0.31991854
0.44669464,0.08289417,0.59274197,1.2016281,-0.33718035,-0.3868909,-0.2588642,0.18058407,-0.31705356,1.2677606,0.78300744,2.481197,-1.1276817,-2.271174,1.2119936,-0.33005452,-0.36651075,-0.2722145,0.17395158,-0.31993943,1.2293582,0.951672,2.5684974,-1.8939741,-0.15640184,False,-0.33119553
